opportunity_id,order_id,opportunity_name,stage,probability,amount,created_date,close_date,lead_source,type,fiscal_quarter,expected_revenue
OPP_040765,4773c609fb495ef34f84ee9e40014073,Deal 4773c609,Closed Won,1.0,107.95,2025-06-21,2025-06-25,Email,New Business,Q4 2017,107.95
OPP_040766,584c738e16c8bf7f525160ad449e103a,Deal 584c738e,Closed Won,1.0,76.66,2025-06-12,2025-06-25,Web,New Business,Q4 2017,76.66
OPP_040767,fe9a6d1cc6a07629474a4ecb1ed9077a,Deal fe9a6d1c,Closed Won,1.0,215.55,2025-06-19,2025-06-25,Referral,New Business,Q4 2017,215.55
OPP_040768,da0686c22c00de36d95422798bdd9cde,Deal da0686c2,Closed Won,1.0,44.1,2025-06-14,2025-06-25,Web,New Business,Q4 2017,44.1
OPP_040769,6c23fe4c807bfd4e197fe866a197b689,Deal 6c23fe4c,Closed Won,1.0,112.3,2025-06-21,2025-06-25,Paid Search,New Business,Q4 2017,112.3
OPP_040770,be128a58459554e47e89d3bc200ba5cc,Deal be128a58,Closed Won,1.0,72.36,2025-06-18,2025-06-25,Social Media,New Business,Q4 2017,72.36
OPP_040771,49d6253d089579c970094bc6d510ebc8,Deal 49d6253d,Closed Won,1.0,46.78,2025-06-23,2025-06-25,Paid Search,New Business,Q4 2017,46.78
OPP_040772,7df620c5efd94b149ee17db0a48e4916,Deal 7df620c5,Closed Won,1.0,96.88,2025-06-17,2025-06-25,Social Media,New Business,Q4 2017,96.88
OPP_040773,d80251514bbd83a5bb165f6e5667c6f2,Deal d8025151,Closed Won,1.0,159.89,2025-06-23,2025-06-25,Web,New Business,Q4 2017,159.89
OPP_040774,6f532d76ec46fda0beae1633997d1409,Deal 6f532d76,Closed Won,1.0,102.84,2025-06-17,2025-06-25,Paid Search,New Business,Q4 2017,102.84
OPP_040775,d1aa08ce1dda8d8c9fb022c9e67b496b,Deal d1aa08ce,Closed Won,1.0,103.14,2025-06-16,2025-06-25,Web,New Business,Q4 2017,103.14
OPP_040776,942667533dd65545cd5c94bf8890170b,Deal 94266753,Closed Won,1.0,117.94,2025-06-18,2025-06-25,Direct,New Business,Q4 2017,117.94
OPP_040777,f469782148dc2783107dd5159be50b54,Deal f4697821,Closed Won,1.0,27.1,2025-06-12,2025-06-25,Referral,New Business,Q4 2017,27.1
OPP_040778,db9a034f34174edd577b9f64cc982952,Deal db9a034f,Closed Won,1.0,92.57,2025-06-25,2025-06-25,Direct,New Business,Q4 2017,92.57
OPP_040779,2279b7f227b450166adadca909462947,Deal 2279b7f2,Closed Won,1.0,40.76,2025-06-18,2025-06-25,Email,New Business,Q4 2017,40.76
OPP_040780,6fdfefccad3a0118a8c8957249158771,Deal 6fdfefcc,Closed Won,1.0,88.08,2025-06-19,2025-06-25,Social Media,New Business,Q4 2017,88.08
OPP_040781,41592d2f13bff6d83152f39754f78552,Deal 41592d2f,Closed Won,1.0,55.01,2025-06-20,2025-06-25,Web,New Business,Q4 2017,55.01
OPP_040782,b26b464fd969428455a39602052850b5,Deal b26b464f,Closed Won,1.0,29.06,2025-06-25,2025-06-26,Paid Search,New Business,Q4 2017,29.06
OPP_040783,3305840d006ff4ecbf347e2c1a38d698,Deal 3305840d,Closed Won,1.0,243.14,2025-06-22,2025-06-26,Social Media,New Business,Q4 2017,243.14
OPP_040784,82cce4cc0f0e7d1c582aef545333afcc,Deal 82cce4cc,Closed Won,1.0,55.09,2025-06-23,2025-06-26,Paid Search,New Business,Q4 2017,55.09
OPP_040785,c432657bb18ddf7f48b7227db09048d4,Deal c432657b,Closed Won,1.0,110.02,2025-06-21,2025-06-26,Web,New Business,Q4 2017,110.02
OPP_040786,c532dd9ed72f4f01e704fa965ecf3df8,Deal c532dd9e,Closed Won,1.0,81.21,2025-06-17,2025-06-26,Social Media,New Business,Q4 2017,81.21
OPP_040787,96d307dc05503506515055b86a580e86,Deal 96d307dc,Closed Won,1.0,205.61,2025-06-18,2025-06-26,Social Media,New Business,Q4 2017,205.61
OPP_040788,9da6e3bacbae9dfb6f886b2fcdd80bcd,Deal 9da6e3ba,Closed Won,1.0,254.73,2025-06-21,2025-06-26,Email,New Business,Q4 2017,254.73
OPP_040789,37a63972d6fa35618d22858e3cffefc1,Deal 37a63972,Closed Won,1.0,180.26,2025-06-24,2025-06-26,Paid Search,New Business,Q4 2017,180.26
OPP_040790,c3783793e341d4996dfbc614da1dee70,Deal c3783793,Closed Won,1.0,157.66,2025-06-26,2025-06-26,Web,New Business,Q4 2017,157.66
OPP_040791,4960065fba0ef1eded83b35298e31a44,Deal 4960065f,Closed Won,1.0,163.25,2025-06-14,2025-06-26,Paid Search,New Business,Q4 2017,163.25
OPP_040792,a53d587cedb15e572d3aa67984929be5,Deal a53d587c,Closed Won,1.0,27.0,2025-06-26,2025-06-26,Referral,New Business,Q4 2017,27.0
OPP_040793,dff1532187e859496ef16857a44c3d9b,Deal dff15321,Closed Won,1.0,36.85,2025-06-15,2025-06-26,Social Media,New Business,Q4 2017,36.85
OPP_040794,c47b98a258cc2ebd4fd9db5e38a1b5fa,Deal c47b98a2,Closed Won,1.0,52.82,2025-06-13,2025-06-26,Web,New Business,Q4 2017,52.82
OPP_040795,ce9927d9150ae96a67b99a89822ed59f,Deal ce9927d9,Closed Won,1.0,74.21,2025-06-14,2025-06-26,Paid Search,New Business,Q4 2017,74.21
OPP_040796,c9f23db8a1cb725df9bdb3383bd72b38,Deal c9f23db8,Closed Won,1.0,169.34,2025-06-23,2025-06-26,Email,New Business,Q4 2017,169.34
OPP_040797,f290369adad755bf94b365f0494dd617,Deal f290369a,Closed Won,1.0,238.72,2025-06-19,2025-06-26,Web,New Business,Q4 2017,238.72
OPP_040798,1bc7434bd3185b311a6d4016a03ea06a,Deal 1bc7434b,Closed Won,1.0,104.85,2025-06-14,2025-06-26,Web,New Business,Q4 2017,104.85
OPP_040799,a3b2f732ed4ec79b2aa8ac4a897122a6,Deal a3b2f732,Closed Won,1.0,76.28,2025-06-15,2025-06-26,Web,New Business,Q4 2017,76.28
OPP_040800,989cebf7c9ca6ad7ceb7afe72d6e823a,Deal 989cebf7,Closed Won,1.0,40.85,2025-06-13,2025-06-26,Paid Search,New Business,Q4 2017,40.85
OPP_040801,801efaf8f3dc441dfd2e48e11ae56625,Deal 801efaf8,Closed Won,1.0,73.64,2025-06-22,2025-06-26,Paid Search,New Business,Q4 2017,73.64
OPP_040802,20eb5996ce527db33024aa9f2bea69aa,Deal 20eb5996,Closed Won,1.0,27.75,2025-06-13,2025-06-26,Direct,New Business,Q4 2017,27.75
OPP_040803,2b6f5b5b04f0331895f9e1103ac75fb7,Deal 2b6f5b5b,Closed Won,1.0,116.36,2025-06-24,2025-06-26,Email,New Business,Q4 2017,116.36
OPP_040804,deee3dcdb24a546fe11dbf20968395c8,Deal deee3dcd,Closed Won,1.0,205.84,2025-06-18,2025-06-26,Web,New Business,Q4 2017,205.84
OPP_040805,2824dbb32a0701afe0730559fbbd6513,Deal 2824dbb3,Closed Won,1.0,206.06,2025-06-15,2025-06-26,Paid Search,New Business,Q4 2017,206.06
OPP_040806,b7a83c94e41bc7b1f8d3b05dede90936,Deal b7a83c94,Closed Won,1.0,135.49,2025-06-24,2025-06-26,Referral,New Business,Q4 2017,135.49
OPP_040807,3942129663d1d1392c8da657a08422a4,Deal 39421296,Closed Won,1.0,42.09,2025-06-21,2025-06-26,Social Media,New Business,Q4 2017,42.09
OPP_040808,7c0fccdcd5978f52b402a916980f127d,Deal 7c0fccdc,Closed Won,1.0,30.28,2025-06-19,2025-06-26,Social Media,New Business,Q4 2017,30.28
OPP_040809,b16edbe1f7a49100162c5426f85ab8ec,Deal b16edbe1,Closed Won,1.0,132.03,2025-06-20,2025-06-26,Social Media,New Business,Q4 2017,132.03
OPP_040810,ff978de32e717acd3b5abe1fb069d2b6,Deal ff978de3,Closed Won,1.0,49.14,2025-06-17,2025-06-26,Web,New Business,Q4 2017,49.14
OPP_040811,61e77ed77c68e38c1aa62a278004d84a,Deal 61e77ed7,Closed Won,1.0,159.21,2025-06-21,2025-06-26,Paid Search,New Business,Q4 2017,159.21
OPP_040812,94edaa9af5c54b9d05b8f3ae40bef478,Deal 94edaa9a,Closed Won,1.0,241.82,2025-06-13,2025-06-26,Web,New Business,Q4 2017,241.82
OPP_040813,3a17f3deb7172a39a9f62e4f88362830,Deal 3a17f3de,Closed Won,1.0,123.29,2025-06-19,2025-06-26,Direct,New Business,Q4 2017,123.29
OPP_040814,1047b7ef8d56907e4256da73c4734bc3,Deal 1047b7ef,Closed Won,1.0,143.52,2025-06-23,2025-06-26,Social Media,New Business,Q4 2017,143.52
OPP_040815,7a363dd1eb003c19a36e4eba73e3105d,Deal 7a363dd1,Closed Won,1.0,405.78,2025-06-20,2025-06-26,Web,New Business,Q4 2017,405.78
OPP_040816,6b64cb311a0d5baa18bc37ead02d657c,Deal 6b64cb31,Closed Won,1.0,55.91,2025-06-23,2025-06-26,Paid Search,New Business,Q4 2017,55.91
OPP_040817,b71120118f93a1ef696fa9e4a34597ff,Deal b7112011,Closed Won,1.0,123.52,2025-06-15,2025-06-26,Paid Search,New Business,Q4 2017,123.52
OPP_040818,5c8559daea91c2b9b7e8d8aaa73d640c,Deal 5c8559da,Closed Won,1.0,134.12,2025-06-14,2025-06-26,Web,New Business,Q4 2017,134.12
OPP_040819,19d199373015a403f1dad61de94637a8,Deal 19d19937,Closed Won,1.0,165.79,2025-06-25,2025-06-26,Social Media,New Business,Q4 2017,165.79
OPP_040820,878b2a770609b162f9911360c7da7bd7,Deal 878b2a77,Closed Won,1.0,192.0,2025-06-15,2025-06-26,Social Media,New Business,Q4 2017,192.0
OPP_040821,5fd085507aff13c4bf822411202b4757,Deal 5fd08550,Closed Won,1.0,75.83,2025-06-15,2025-06-26,Web,New Business,Q4 2017,75.83
OPP_040822,c91777dfda137af11e863a97854b07f4,Deal c91777df,Closed Won,1.0,66.5,2025-06-17,2025-06-26,Email,New Business,Q4 2017,66.5
OPP_040823,f55549e038254ac7c374f12888ab7b84,Deal f55549e0,Closed Won,1.0,128.94,2025-06-19,2025-06-26,Paid Search,New Business,Q4 2017,128.94
OPP_040824,840d7cc10efae8ba460cc8ea84f1b6db,Deal 840d7cc1,Closed Won,1.0,606.48,2025-06-26,2025-06-26,Social Media,New Business,Q4 2017,606.48
OPP_040825,bad9b45a942f0bf7444af6915482c76f,Deal bad9b45a,Closed Won,1.0,78.62,2025-06-14,2025-06-26,Web,New Business,Q4 2017,78.62
OPP_040826,2d7f894ef5a2c6133280772d1536f3ab,Deal 2d7f894e,Closed Won,1.0,44.78,2025-06-23,2025-06-26,Referral,New Business,Q4 2017,44.78
OPP_040827,1c2fb7f84aa77300fcb6b698481c1e2e,Deal 1c2fb7f8,Closed Won,1.0,141.23,2025-06-25,2025-06-26,Paid Search,New Business,Q4 2017,141.23
OPP_040828,75d2d598319b1d4228d4ee4b82e61ff3,Deal 75d2d598,Closed Won,1.0,87.64,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,87.64
OPP_040829,4c074254980764fecff977c97ce88c4d,Deal 4c074254,Closed Won,1.0,41.84,2025-06-13,2025-06-26,Web,New Business,Q4 2017,41.84
OPP_040830,86757b84a26b96e53be8c8090ae9f96b,Deal 86757b84,Closed Won,1.0,133.58,2025-06-17,2025-06-26,Email,New Business,Q4 2017,133.58
OPP_040831,25e8ea4e93396b6fa0d3dd708e76c1bd,Deal 25e8ea4e,Closed Won,1.0,65.71,2025-06-18,2025-06-26,Social Media,New Business,Q4 2017,65.71
OPP_040832,b72e264e0ef8537587bdf783c377c3fc,Deal b72e264e,Closed Won,1.0,84.24,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,84.24
OPP_040833,910076e7bc1276bd9d4af024a9335049,Deal 910076e7,Closed Won,1.0,39.6,2025-06-21,2025-06-26,Email,New Business,Q4 2017,39.6
OPP_040834,d1579c450369b0b5d8bc67cdc0fb1f08,Deal d1579c45,Closed Won,1.0,123.52,2025-06-19,2025-06-26,Social Media,New Business,Q4 2017,123.52
OPP_040835,3c140d933d3475ec823f9b748ca5c49f,Deal 3c140d93,Closed Won,1.0,1381.83,2025-06-25,2025-06-26,Web,New Business,Q4 2017,1381.83
OPP_040836,6455e8459efbeeda59bb360229b889ea,Deal 6455e845,Closed Won,1.0,32.42,2025-06-25,2025-06-26,Direct,New Business,Q4 2017,32.42
OPP_040837,3046f3724f63812fa716416e0a9171d9,Deal 3046f372,Closed Won,1.0,141.63,2025-06-20,2025-06-26,Web,New Business,Q4 2017,141.63
OPP_040838,521eea255d54a537e8889bb61072923d,Deal 521eea25,Closed Won,1.0,96.71,2025-06-18,2025-06-26,Referral,New Business,Q4 2017,96.71
OPP_040839,619b6c8ac39a9c798780d761e4b36fed,Deal 619b6c8a,Closed Won,1.0,461.94,2025-06-14,2025-06-26,Direct,New Business,Q4 2017,461.94
OPP_040840,43f9bfd7098c9a1d2abf50dac55ee822,Deal 43f9bfd7,Closed Won,1.0,140.33,2025-06-23,2025-06-26,Referral,New Business,Q4 2017,140.33
OPP_040841,20059d45d5d6464cbf4fa0515c3830a4,Deal 20059d45,Closed Won,1.0,386.33,2025-06-23,2025-06-26,Referral,New Business,Q4 2017,386.33
OPP_040842,2affd5996127141118380e30fdd8964a,Deal 2affd599,Closed Won,1.0,114.64,2025-06-24,2025-06-26,Email,New Business,Q4 2017,114.64
OPP_040843,14755aa40518fc8bb089f3f11af8cbbb,Deal 14755aa4,Closed Won,1.0,70.15,2025-06-15,2025-06-26,Social Media,New Business,Q4 2017,70.15
OPP_040844,a8375c727655c94388acaf79f017be5d,Deal a8375c72,Closed Won,1.0,425.11,2025-06-15,2025-06-26,Email,New Business,Q4 2017,425.11
OPP_040845,cfc586211a3ab93809e258acf7eaf737,Deal cfc58621,Closed Won,1.0,230.96,2025-06-16,2025-06-26,Web,New Business,Q4 2017,230.96
OPP_040846,5f4c7549b7a52062dbf797ca9344bd54,Deal 5f4c7549,Closed Won,1.0,137.89,2025-06-13,2025-06-26,Paid Search,New Business,Q4 2017,137.89
OPP_040847,ceea3b56a13c40b2f0186e69472ac7cf,Deal ceea3b56,Closed Won,1.0,264.06,2025-06-23,2025-06-26,Paid Search,New Business,Q4 2017,264.06
OPP_040848,1db33e72df6ceae6380551c0b6022079,Deal 1db33e72,Closed Won,1.0,151.74,2025-06-14,2025-06-26,Email,New Business,Q4 2017,151.74
OPP_040849,d6dae36830ffe3962efff0e91cc64127,Deal d6dae368,Closed Won,1.0,86.24,2025-06-24,2025-06-26,Email,New Business,Q4 2017,86.24
OPP_040850,b4a740a590b5576fb4a95cba71d80c5d,Deal b4a740a5,Closed Won,1.0,94.3,2025-06-14,2025-06-26,Referral,New Business,Q4 2017,94.3
OPP_040851,4d0d3e6d52ebda96d3ff80f913a49cee,Deal 4d0d3e6d,Closed Won,1.0,56.78,2025-06-22,2025-06-26,Web,New Business,Q4 2017,56.78
OPP_040852,f0bfdaee5a30958776a78ce4e83a674e,Deal f0bfdaee,Closed Won,1.0,59.08,2025-06-24,2025-06-26,Email,New Business,Q4 2017,59.08
OPP_040853,644ae2fc953e74a21a0bd28b2049242e,Deal 644ae2fc,Closed Won,1.0,212.1,2025-06-15,2025-06-26,Email,New Business,Q4 2017,212.1
OPP_040854,924749e077350dcf416cfeaee379a61d,Deal 924749e0,Closed Won,1.0,85.24,2025-06-16,2025-06-26,Email,New Business,Q4 2017,85.24
OPP_040855,f525c0ecd4bf2ca6f355b416fdea988d,Deal f525c0ec,Closed Won,1.0,63.61,2025-06-16,2025-06-26,Paid Search,New Business,Q4 2017,63.61
OPP_040856,be0cc702e034bfbeba1a8a006eb9dce5,Deal be0cc702,Closed Won,1.0,32.77,2025-06-13,2025-06-26,Referral,New Business,Q4 2017,32.77
OPP_040857,dd8bf285d0c34ea29f502c4669d1a19d,Deal dd8bf285,Closed Won,1.0,127.02,2025-06-26,2025-06-26,Web,New Business,Q4 2017,127.02
OPP_040858,36bed4b6f0c3a5086108ff51d0afa4dc,Deal 36bed4b6,Closed Won,1.0,238.43,2025-06-22,2025-06-26,Referral,New Business,Q4 2017,238.43
OPP_040859,db928c8eda4fc467e960390f20b6ddf7,Deal db928c8e,Closed Won,1.0,37.9,2025-06-20,2025-06-26,Web,New Business,Q4 2017,37.9
OPP_040860,275ae19d3b5b88d41fe617cae7a1e056,Deal 275ae19d,Closed Won,1.0,130.56,2025-06-24,2025-06-26,Paid Search,New Business,Q4 2017,130.56
OPP_040861,94f1e81783b607dd10f270a0ceaf9d40,Deal 94f1e817,Closed Won,1.0,105.38,2025-06-13,2025-06-26,Email,New Business,Q4 2017,105.38
OPP_040862,e8f9288c671277ab525571871aef27cd,Deal e8f9288c,Closed Won,1.0,36.0,2025-06-22,2025-06-26,Email,New Business,Q4 2017,36.0
OPP_040863,52432d42fb818ca588e38c5067f73c3f,Deal 52432d42,Closed Won,1.0,86.02,2025-06-25,2025-06-26,Referral,New Business,Q4 2017,86.02
OPP_040864,089842dfdfa1f3826df7d96896c49653,Deal 089842df,Closed Won,1.0,216.14,2025-06-24,2025-06-26,Social Media,New Business,Q4 2017,216.14
OPP_040865,3ca411651463b3a30f194126a1d6fda6,Deal 3ca41165,Closed Won,1.0,36.75,2025-06-14,2025-06-26,Paid Search,New Business,Q4 2017,36.75
OPP_040866,eb89fab6743f52417dec1e885261e10a,Deal eb89fab6,Closed Won,1.0,154.89,2025-06-23,2025-06-26,Direct,New Business,Q4 2017,154.89
OPP_040867,159565048b194c462243ee3e7d65c621,Deal 15956504,Closed Won,1.0,43.98,2025-06-13,2025-06-26,Paid Search,New Business,Q4 2017,43.98
OPP_040868,51d52f115820f57bd947308b77f392db,Deal 51d52f11,Closed Won,1.0,78.36,2025-06-23,2025-06-26,Direct,New Business,Q4 2017,78.36
OPP_040869,c8209c0d2a92297dcfe3d8d71dfb551c,Deal c8209c0d,Closed Won,1.0,198.4,2025-06-18,2025-06-26,Referral,New Business,Q4 2017,198.4
OPP_040870,657c1689361cce2eeaabea76ced5e30f,Deal 657c1689,Closed Won,1.0,88.08,2025-06-26,2025-06-26,Web,New Business,Q4 2017,88.08
OPP_040871,667fc0af3acc404a6ef971908b1574b4,Deal 667fc0af,Closed Won,1.0,154.17,2025-06-18,2025-06-26,Email,New Business,Q4 2017,154.17
OPP_040872,953a4462fe82c3e1939934b4e5efa516,Deal 953a4462,Closed Won,1.0,123.52,2025-06-17,2025-06-26,Social Media,New Business,Q4 2017,123.52
OPP_040873,d6ef90d4bfc59f045be6bf8ba008eaf0,Deal d6ef90d4,Closed Won,1.0,391.52,2025-06-21,2025-06-26,Referral,New Business,Q4 2017,391.52
OPP_040874,a8d3b917ee2d31e05a2b76df5f9694a5,Deal a8d3b917,Closed Won,1.0,126.39,2025-06-26,2025-06-26,Email,New Business,Q4 2017,126.39
OPP_040875,989225ba6d0ebd5873335f7e01de2ae7,Deal 989225ba,Closed Won,1.0,63.1,2025-06-23,2025-06-26,Social Media,New Business,Q4 2017,63.1
OPP_040876,767f00750341a13761a30bb3d0447229,Deal 767f0075,Closed Won,1.0,35.69,2025-06-18,2025-06-26,Paid Search,New Business,Q4 2017,35.69
OPP_040877,fba15b6166570bdffa6d84b98e0c11ba,Deal fba15b61,Closed Won,1.0,79.2,2025-06-25,2025-06-26,Web,New Business,Q4 2017,79.2
OPP_040878,da5ab50c359023c436f7965980c2470a,Deal da5ab50c,Closed Won,1.0,107.9,2025-06-18,2025-06-26,Web,New Business,Q4 2017,107.9
OPP_040879,81d3c99b31b4d1972ce5ae0f8cf769e4,Deal 81d3c99b,Closed Won,1.0,86.15,2025-06-22,2025-06-26,Paid Search,New Business,Q4 2017,86.15
OPP_040880,706d45cf14a58b8b81d07564adc5a12e,Deal 706d45cf,Closed Won,1.0,75.16,2025-06-24,2025-06-26,Email,New Business,Q4 2017,75.16
OPP_040881,6e584156fb694163bf7b2f005416589e,Deal 6e584156,Closed Won,1.0,115.44,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,115.44
OPP_040882,4d6654ead4a57a151e3df6fb20052675,Deal 4d6654ea,Closed Won,1.0,74.16,2025-06-13,2025-06-26,Web,New Business,Q4 2017,74.16
OPP_040883,209ee6cc42b6f0628db36da5d69fd1f7,Deal 209ee6cc,Closed Won,1.0,79.17,2025-06-15,2025-06-26,Email,New Business,Q4 2017,79.17
OPP_040884,9c77f370544954701cf2847a3732cb84,Deal 9c77f370,Closed Won,1.0,35.69,2025-06-25,2025-06-26,Social Media,New Business,Q4 2017,35.69
OPP_040885,348baece82005425558464257810b493,Deal 348baece,Closed Won,1.0,170.53,2025-06-13,2025-06-26,Social Media,New Business,Q4 2017,170.53
OPP_040886,1a182abfca408087bb3d24dd41101c96,Deal 1a182abf,Closed Won,1.0,81.82,2025-06-19,2025-06-26,Social Media,New Business,Q4 2017,81.82
OPP_040887,e9040c28c0cea9dafa5afac428715d4d,Deal e9040c28,Closed Won,1.0,76.08,2025-06-18,2025-06-26,Web,New Business,Q4 2017,76.08
OPP_040888,ae65eec5243045a7ec6e0bffcb14c111,Deal ae65eec5,Closed Won,1.0,37.09,2025-06-16,2025-06-26,Email,New Business,Q4 2017,37.09
OPP_040889,7668781d150cf9f360eaf458e2f8345a,Deal 7668781d,Closed Won,1.0,71.82,2025-06-15,2025-06-26,Email,New Business,Q4 2017,71.82
OPP_040890,8cf199d4f67bb071f1256279824fafd6,Deal 8cf199d4,Closed Won,1.0,63.6,2025-06-24,2025-06-26,Paid Search,New Business,Q4 2017,63.6
OPP_040891,51d0bfb610b182db85302e4f68eedc7c,Deal 51d0bfb6,Closed Won,1.0,133.76,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,133.76
OPP_040892,d2975b514d409e2944d8d63ec7156292,Deal d2975b51,Closed Won,1.0,27.2,2025-06-20,2025-06-26,Social Media,New Business,Q4 2017,27.2
OPP_040893,027042c68ea5fac4428694e17ac50538,Deal 027042c6,Closed Won,1.0,42.69,2025-06-16,2025-06-26,Social Media,New Business,Q4 2017,42.69
OPP_040894,a756c394e02e7cc83cbcc594a969bf59,Deal a756c394,Closed Won,1.0,631.46,2025-06-26,2025-06-26,Web,New Business,Q4 2017,631.46
OPP_040895,394706e9971fea983907cd09aa349ed8,Deal 394706e9,Closed Won,1.0,284.9,2025-06-17,2025-06-26,Direct,New Business,Q4 2017,284.9
OPP_040896,0e457aee274ec7e2e18d25ab6d212921,Deal 0e457aee,Closed Won,1.0,169.44,2025-06-21,2025-06-26,Paid Search,New Business,Q4 2017,169.44
OPP_040897,ef619b0959105492c5adfe3ba5a2fb9f,Deal ef619b09,Closed Won,1.0,85.15,2025-06-21,2025-06-26,Social Media,New Business,Q4 2017,85.15
OPP_040898,aa04ee4542e835a3e6f4da876dc654c6,Deal aa04ee45,Closed Won,1.0,19.33,2025-06-14,2025-06-26,Paid Search,New Business,Q4 2017,19.33
OPP_040899,e4ba1a004c49a4399b0cd95fdc64a7e4,Deal e4ba1a00,Closed Won,1.0,244.8,2025-06-18,2025-06-26,Referral,New Business,Q4 2017,244.8
OPP_040900,84f61de0b1993beb8c361f2b2d84c16f,Deal 84f61de0,Closed Won,1.0,323.07,2025-06-19,2025-06-26,Web,New Business,Q4 2017,323.07
OPP_040901,2aa70a3997b199cbaa277cdbdd11bd84,Deal 2aa70a39,Closed Won,1.0,76.66,2025-06-15,2025-06-26,Social Media,New Business,Q4 2017,76.66
OPP_040902,b47397056102b8fc054c6d969532376a,Deal b4739705,Closed Won,1.0,479.25,2025-06-14,2025-06-26,Paid Search,New Business,Q4 2017,479.25
OPP_040903,9d0c12dbf76bdf0cce437cc6128e0d55,Deal 9d0c12db,Closed Won,1.0,83.36,2025-06-25,2025-06-26,Social Media,New Business,Q4 2017,83.36
OPP_040904,fb38c57228176747d35f4ee92e751b94,Deal fb38c572,Closed Won,1.0,111.89,2025-06-20,2025-06-26,Email,New Business,Q4 2017,111.89
OPP_040905,0e797acd1d40395105ab3c93d598703d,Deal 0e797acd,Closed Won,1.0,164.1,2025-06-24,2025-06-26,Paid Search,New Business,Q4 2017,164.1
OPP_040906,0cb34be1b04ffaf4d4ad9cd5f4195855,Deal 0cb34be1,Closed Won,1.0,132.05,2025-06-24,2025-06-26,Social Media,New Business,Q4 2017,132.05
OPP_040907,25d919c7187a3f82b5437023a5e98e46,Deal 25d919c7,Closed Won,1.0,157.2,2025-06-23,2025-06-26,Web,New Business,Q4 2017,157.2
OPP_040908,1fe7851e9b8770f04c394c0d0735fd9f,Deal 1fe7851e,Closed Won,1.0,65.0,2025-06-20,2025-06-26,Social Media,New Business,Q4 2017,65.0
OPP_040909,d072b2eadd483cbf8b54f0ff76ef879d,Deal d072b2ea,Closed Won,1.0,243.78,2025-06-22,2025-06-26,Referral,New Business,Q4 2017,243.78
OPP_040910,78ee9d46bf8b130d3b16715c5022413c,Deal 78ee9d46,Closed Won,1.0,152.04,2025-06-22,2025-06-26,Social Media,New Business,Q4 2017,152.04
OPP_040911,3ca573452c1546150e8fd1e02b5603a7,Deal 3ca57345,Closed Won,1.0,104.87,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,104.87
OPP_040912,ee5f9143bf6915bc96a42c0034fd46ca,Deal ee5f9143,Closed Won,1.0,88.08,2025-06-24,2025-06-26,Direct,New Business,Q4 2017,88.08
OPP_040913,4e0b292febe7dba9150bd618a5e49149,Deal 4e0b292f,Closed Won,1.0,56.66,2025-06-24,2025-06-26,Referral,New Business,Q4 2017,56.66
OPP_040914,5a30c9fcc9470e8316518e56e1741d50,Deal 5a30c9fc,Closed Won,1.0,125.52,2025-06-17,2025-06-26,Referral,New Business,Q4 2017,125.52
OPP_040915,20d07181f8cec8c3fa51212c7dd926ea,Deal 20d07181,Closed Won,1.0,160.2,2025-06-22,2025-06-26,Web,New Business,Q4 2017,160.2
OPP_040916,d31a86f344f9c8ab4f01481b4ef0e68a,Deal d31a86f3,Closed Won,1.0,214.56,2025-06-19,2025-06-26,Referral,New Business,Q4 2017,214.56
OPP_040917,c1d75bdfe29637c6398ecda7c9171037,Deal c1d75bdf,Closed Won,1.0,27.0,2025-06-26,2025-06-26,Email,New Business,Q4 2017,27.0
OPP_040918,baf05a05ab8f2e51b4509635ee9ddf3e,Deal baf05a05,Closed Won,1.0,116.94,2025-06-26,2025-06-26,Email,New Business,Q4 2017,116.94
OPP_040919,c566fd2719c6f9e102a841c474cb490c,Deal c566fd27,Closed Won,1.0,142.08,2025-06-26,2025-06-26,Paid Search,New Business,Q4 2017,142.08
OPP_040920,804dae6e9b55fbb92deeb0313f7df57e,Deal 804dae6e,Closed Won,1.0,88.39,2025-06-19,2025-06-26,Web,New Business,Q4 2017,88.39
OPP_040921,7d2ec074fc0f5fcf4509dab3f5fcd933,Deal 7d2ec074,Closed Won,1.0,50.09,2025-06-13,2025-06-26,Email,New Business,Q4 2017,50.09
OPP_040922,8bb61c38933e53a46312713c209dee29,Deal 8bb61c38,Closed Won,1.0,42.78,2025-06-17,2025-06-26,Email,New Business,Q4 2017,42.78
OPP_040923,c9d46caad10d4c85f1eded254193e2a5,Deal c9d46caa,Closed Won,1.0,334.98,2025-06-14,2025-06-26,Social Media,New Business,Q4 2017,334.98
OPP_040924,e243ccdb006cb9caed53a57e7daa5c34,Deal e243ccdb,Closed Won,1.0,287.42,2025-06-17,2025-06-26,Web,New Business,Q4 2017,287.42
OPP_040925,7d49a1c0abbfb267942abc717ed81422,Deal 7d49a1c0,Closed Won,1.0,90.88,2025-06-22,2025-06-26,Email,New Business,Q4 2017,90.88
OPP_040926,1c210d8d0ed766032afaef9c51cc04ba,Deal 1c210d8d,Closed Won,1.0,191.67,2025-06-22,2025-06-26,Paid Search,New Business,Q4 2017,191.67
