date,campaign_id,campaign_name,objective,impressions,reach,spend,link_clicks,ctr,cpc,cpm,purchases,purchase_value,cost_per_purchase,roas
2025-05-06,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,27871,18275,124.71,346,1.24,0.36,4.47,16,2337.59,7.79,18.74
2025-05-07,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18022,13445,200.44,357,1.98,0.56,11.12,20,2269.37,10.02,11.32
2025-05-07,META_C002,Retargeting - Add to Cart,CONVERSIONS,26430,20470,108.78,483,1.83,0.23,4.12,16,2369.17,6.8,21.78
2025-05-07,META_C003,Brand Awareness - Video,AWARENESS,13102,10072,80.33,186,1.42,0.43,6.13,8,799.42,10.04,9.95
2025-05-07,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,12521,8140,60.94,229,1.83,0.27,4.87,10,1626.33,6.09,26.69
2025-05-07,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,18454,11314,176.72,357,1.93,0.5,11.67,19,3168.35,9.3,17.93
2025-05-08,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,12797,8688,54.28,235,1.84,0.23,4.24,10,912.1,5.43,16.8
2025-05-08,META_C002,Retargeting - Add to Cart,CONVERSIONS,25992,20395,133.26,490,1.89,0.27,5.13,17,1745.23,7.84,13.1
2025-05-08,META_C003,Brand Awareness - Video,AWARENESS,9921,7890,52.06,219,2.21,0.24,5.25,8,1252.15,6.51,24.05
2025-05-08,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,18545,13765,163.46,218,1.18,0.75,8.81,4,385.18,40.87,2.36
2025-05-08,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,22480,16573,109.93,248,1.1,0.44,4.89,6,1167.83,18.32,10.62
2025-05-09,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,23033,13863,138.66,464,2.01,0.3,6.02,15,2990.13,9.24,21.56
2025-05-09,META_C002,Retargeting - Add to Cart,CONVERSIONS,24138,17608,148.64,293,1.21,0.51,10.44,10,1511.6,14.86,10.17
2025-05-09,META_C003,Brand Awareness - Video,AWARENESS,17927,11559,90.62,146,0.81,0.62,5.79,8,1323.76,11.33,14.61
2025-05-09,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,23171,17217,220.46,337,1.45,0.65,9.51,15,1943.22,14.7,8.81
2025-05-09,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,26794,21823,170.22,350,1.31,0.49,11.22,5,699.69,34.04,4.11
2025-05-10,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,18899,12548,184.98,425,2.25,0.44,9.79,8,1043.17,23.12,5.64
2025-05-10,META_C002,Retargeting - Add to Cart,CONVERSIONS,21689,16295,100.29,394,1.82,0.25,4.62,21,3894.24,4.78,38.83
2025-05-10,META_C003,Brand Awareness - Video,AWARENESS,20010,16562,104.16,449,2.24,0.23,10.79,22,3115.85,4.73,29.91
2025-05-10,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,12664,10481,123.86,174,1.37,0.71,9.78,7,997.92,17.69,8.06
2025-05-10,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,9792,6221,97.58,162,1.65,0.6,9.97,7,1208.41,13.94,12.38
2025-05-11,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,11674,7291,101.9,122,1.05,0.84,8.73,3,557.19,33.97,5.47
2025-05-11,META_C002,Retargeting - Add to Cart,CONVERSIONS,28772,20529,133.39,344,1.2,0.39,4.64,7,1010.29,19.06,7.57
2025-05-11,META_C003,Brand Awareness - Video,AWARENESS,20830,13135,97.4,378,1.81,0.26,11.11,22,3500.11,4.43,35.94
2025-05-11,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,28437,19097,168.38,473,1.66,0.36,5.92,10,1669.62,16.84,9.92
2025-05-11,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,8651,6684,66.24,139,1.61,0.48,7.66,8,1014.52,8.28,15.32
2025-05-12,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,29616,18250,235.21,650,2.19,0.36,9.47,32,5696.74,7.35,24.22
2025-05-12,META_C002,Retargeting - Add to Cart,CONVERSIONS,10084,8123,57.6,117,1.16,0.49,5.71,3,514.9,19.2,8.94
2025-05-12,META_C003,Brand Awareness - Video,AWARENESS,12809,8047,104.68,233,1.82,0.45,9.17,10,1517.28,10.47,14.49
2025-05-12,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,25211,21276,210.59,570,2.26,0.37,8.35,33,3438.93,6.38,16.33
2025-05-12,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,20719,16536,171.28,396,1.91,0.43,8.27,9,1155.64,19.03,6.75
2025-05-13,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,29830,22644,252.89,569,1.91,0.44,10.98,29,3526.04,8.72,13.94
2025-05-13,META_C002,Retargeting - Add to Cart,CONVERSIONS,22016,16460,132.56,279,1.27,0.48,8.98,6,937.28,22.09,7.07
2025-05-13,META_C003,Brand Awareness - Video,AWARENESS,29396,24649,91.1,253,0.86,0.36,5.82,7,1272.7,13.01,13.97
2025-05-13,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,28146,18551,172.43,392,1.39,0.44,6.13,19,3061.93,9.08,17.76
2025-05-13,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,25290,18860,153.3,206,0.81,0.74,6.06,10,1831.83,15.33,11.95
2025-05-14,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24902,15404,214.79,243,0.98,0.88,10.1,7,996.63,30.68,4.64
2025-05-14,META_C002,Retargeting - Add to Cart,CONVERSIONS,25954,19981,134.28,333,1.28,0.4,5.23,5,608.2,26.86,4.53
2025-05-14,META_C003,Brand Awareness - Video,AWARENESS,24029,15867,94.39,324,1.35,0.29,10.68,9,1512.4,10.49,16.02
2025-05-14,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,19369,11656,220.39,464,2.4,0.47,11.38,5,874.04,44.08,3.97
2025-05-14,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,19762,14355,90.55,419,2.12,0.22,4.58,22,3260.47,4.12,36.01
2025-05-15,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,15773,9700,149.17,140,0.89,1.07,9.46,6,860.58,24.86,5.77
2025-05-15,META_C002,Retargeting - Add to Cart,CONVERSIONS,8263,5186,79.27,187,2.26,0.42,9.59,4,399.01,19.82,5.03
2025-05-15,META_C003,Brand Awareness - Video,AWARENESS,24714,18068,93.12,206,0.83,0.45,6.45,8,1041.88,11.64,11.19
2025-05-15,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,23708,17947,218.35,444,1.87,0.49,9.21,13,1727.6,16.8,7.91
2025-05-15,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,10630,8449,107.24,240,2.26,0.45,10.09,9,1283.9,11.92,11.97
2025-05-16,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,16769,11665,216.99,265,1.58,0.82,18.25,15,2532.29,14.47,11.67
2025-05-16,META_C002,Retargeting - Add to Cart,CONVERSIONS,40062,29375,156.22,952,2.38,0.16,8.7,42,4237.43,3.72,27.12
2025-05-16,META_C003,Brand Awareness - Video,AWARENESS,25144,16242,89.16,498,1.98,0.18,16.31,18,1654.96,4.95,18.56
2025-05-16,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,48738,31543,276.3,670,1.37,0.41,21.2,7,1390.55,39.47,5.03
2025-05-16,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,42928,30293,197.97,549,1.28,0.36,9.55,32,6225.93,6.19,31.45
2025-05-17,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,48353,40750,226.5,594,1.23,0.38,9.69,8,1575.56,28.31,6.96
2025-05-17,META_C002,Retargeting - Add to Cart,CONVERSIONS,18638,15174,138.78,155,0.83,0.9,20.29,1,112.44,138.78,0.81
2025-05-17,META_C003,Brand Awareness - Video,AWARENESS,37730,26957,100.44,543,1.44,0.18,17.36,9,1602.05,11.16,15.95
2025-05-17,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,30638,20580,311.05,721,2.35,0.43,20.23,12,1744.17,25.92,5.61
2025-05-17,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,20086,16877,177.9,464,2.31,0.38,11.44,27,4501.97,6.59,25.31
2025-05-18,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21324,15384,241.12,218,1.02,1.11,21.07,4,740.22,60.28,3.07
2025-05-18,META_C002,Retargeting - Add to Cart,CONVERSIONS,39189,30428,143.47,964,2.46,0.15,13.97,25,4105.67,5.74,28.62
2025-05-18,META_C003,Brand Awareness - Video,AWARENESS,23590,14871,101.88,456,1.93,0.22,20.54,8,931.72,12.73,9.15
2025-05-18,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,56091,37703,272.16,1344,2.4,0.2,21.1,74,7012.16,3.68,25.76
2025-05-18,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,49898,32052,188.39,888,1.78,0.21,11.44,23,3525.72,8.19,18.72
2025-05-19,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,23508,14236,238.37,463,1.97,0.51,17.14,19,3585.75,12.55,15.04
2025-05-19,META_C002,Retargeting - Add to Cart,CONVERSIONS,36216,21805,147.75,610,1.68,0.24,18.09,27,3391.04,5.47,22.95
2025-05-19,META_C003,Brand Awareness - Video,AWARENESS,22547,17274,94.13,368,1.63,0.26,11.92,12,1869.95,7.84,19.87
2025-05-19,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,17295,14656,280.52,194,1.12,1.45,19.46,2,327.88,140.26,1.17
2025-05-19,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,29946,19685,193.72,581,1.94,0.33,14.08,24,4439.02,8.07,22.91
2025-05-20,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,25625,19454,239.9,459,1.79,0.52,9.62,9,1197.78,26.66,4.99
2025-05-20,META_C002,Retargeting - Add to Cart,CONVERSIONS,52396,33381,155.48,868,1.66,0.18,14.95,40,7238.21,3.89,46.55
2025-05-20,META_C003,Brand Awareness - Video,AWARENESS,24966,16341,100.07,225,0.9,0.44,20.14,5,669.19,20.01,6.69
2025-05-20,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,52477,37020,314.8,1116,2.13,0.28,22.81,48,6389.22,6.56,20.3
2025-05-20,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,18949,14084,184.04,373,1.97,0.49,13.79,12,2072.76,15.34,11.26
2025-05-21,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,33519,21375,260.05,724,2.16,0.36,15.38,14,1862.6,18.57,7.16
2025-05-21,META_C002,Retargeting - Add to Cart,CONVERSIONS,56822,35850,135.37,1006,1.77,0.13,12.06,30,2963.57,4.51,21.89
2025-05-21,META_C003,Brand Awareness - Video,AWARENESS,43683,27291,95.14,716,1.64,0.13,17.7,9,1442.83,10.57,15.17
2025-05-21,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,34978,24581,291.37,288,0.82,1.01,17.54,4,464.07,72.84,1.59
2025-05-21,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,45831,34106,199.62,1031,2.25,0.19,20.12,29,3710.75,6.88,18.59
2025-05-22,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,52564,34660,222.22,1237,2.35,0.18,15.38,37,4194.82,6.01,18.88
2025-05-22,META_C002,Retargeting - Add to Cart,CONVERSIONS,46448,30709,138.53,896,1.93,0.15,23.1,24,4291.13,5.77,30.98
2025-05-22,META_C003,Brand Awareness - Video,AWARENESS,55464,44203,87.04,1315,2.37,0.07,21.58,54,10023.15,1.61,115.16
2025-05-22,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,46115,29996,260.46,914,1.98,0.28,17.75,27,2880.65,9.65,11.06
2025-05-22,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,59086,48761,201.55,1167,1.98,0.17,22.3,49,4981.85,4.11,24.72
2025-05-23,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,55624,45627,258.87,967,1.74,0.27,19.97,31,6090.7,8.35,23.53
2025-05-23,META_C002,Retargeting - Add to Cart,CONVERSIONS,36421,27692,146.59,737,2.02,0.2,13.97,30,4398.06,4.89,30.0
2025-05-23,META_C003,Brand Awareness - Video,AWARENESS,29204,22223,85.14,300,1.03,0.28,22.53,4,766.21,21.29,9.0
2025-05-23,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,45160,37841,282.7,969,2.15,0.29,17.33,17,2243.1,16.63,7.93
2025-05-23,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,36516,24634,173.12,415,1.14,0.42,13.94,11,1953.03,15.74,11.28
2025-05-24,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,24029,16499,217.19,441,1.84,0.49,9.04,23,4142.36,9.44,19.07
2025-05-24,META_C002,Retargeting - Add to Cart,CONVERSIONS,28556,18111,156.57,555,1.94,0.28,10.5,6,630.27,26.09,4.03
2025-05-24,META_C003,Brand Awareness - Video,AWARENESS,37375,24366,96.46,688,1.84,0.14,20.86,22,2599.67,4.38,26.95
2025-05-24,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,41933,32675,285.3,934,2.23,0.31,13.94,16,2399.59,17.83,8.41
2025-05-24,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,31330,24302,196.82,305,0.97,0.65,8.3,4,678.83,49.2,3.45
2025-05-25,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,44175,36388,239.0,884,2.0,0.27,16.31,23,2163.39,10.39,9.05
2025-05-25,META_C002,Retargeting - Add to Cart,CONVERSIONS,26122,17227,155.8,566,2.17,0.28,13.37,32,6395.11,4.87,41.05
2025-05-25,META_C003,Brand Awareness - Video,AWARENESS,35086,23043,102.62,558,1.59,0.18,16.96,19,1990.98,5.4,19.4
2025-05-25,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,34500,24037,308.24,310,0.9,0.99,13.63,18,1636.33,17.12,5.31
2025-05-25,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,57606,42456,177.49,1101,1.91,0.16,19.24,59,6215.23,3.01,35.02
2025-05-26,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21591,14595,218.03,421,1.95,0.52,10.59,8,1306.97,27.25,5.99
2025-05-26,META_C002,Retargeting - Add to Cart,CONVERSIONS,53924,41144,144.71,792,1.47,0.18,9.91,21,2625.81,6.89,18.15
2025-05-26,META_C003,Brand Awareness - Video,AWARENESS,56895,44698,94.52,762,1.34,0.12,10.14,44,8693.66,2.15,91.98
2025-05-26,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,30059,20681,283.76,349,1.16,0.81,17.59,15,1901.31,18.92,6.7
2025-05-26,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,44763,31151,196.71,745,1.66,0.26,19.2,33,4643.31,5.96,23.6
2025-05-27,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21110,13627,215.66,424,2.01,0.51,11.94,12,1203.45,17.97,5.58
2025-05-27,META_C002,Retargeting - Add to Cart,CONVERSIONS,52078,40147,134.92,550,1.06,0.25,15.24,18,3372.79,7.5,25.0
2025-05-27,META_C003,Brand Awareness - Video,AWARENESS,24289,18026,97.74,375,1.54,0.26,23.39,17,3071.96,5.75,31.43
2025-05-27,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,41982,34339,304.8,1015,2.42,0.3,16.23,35,5479.26,8.71,17.98
2025-05-27,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,42816,34054,171.09,876,2.05,0.2,21.17,43,7183.03,3.98,41.98
2025-05-28,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,47402,28931,253.41,1131,2.39,0.22,15.07,24,3689.07,10.56,14.56
2025-05-28,META_C002,Retargeting - Add to Cart,CONVERSIONS,51390,40500,128.06,1043,2.03,0.12,17.9,50,8475.67,2.56,66.19
2025-05-28,META_C003,Brand Awareness - Video,AWARENESS,49695,35170,100.42,886,1.78,0.11,23.9,50,9495.09,2.01,94.55
2025-05-28,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,51840,38409,274.72,635,1.22,0.43,16.43,22,3378.23,12.49,12.3
2025-05-28,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,26759,22227,191.06,412,1.54,0.46,16.92,5,935.32,38.21,4.9
2025-05-29,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,29947,22778,241.72,507,1.69,0.48,17.72,9,1087.8,26.86,4.5
2025-05-29,META_C002,Retargeting - Add to Cart,CONVERSIONS,39064,31147,133.62,370,0.95,0.36,14.91,15,2048.51,8.91,15.33
2025-05-29,META_C003,Brand Awareness - Video,AWARENESS,21516,16537,95.18,284,1.32,0.34,11.32,16,1841.79,5.95,19.35
2025-05-29,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,34476,28955,293.68,461,1.34,0.64,13.1,7,1113.21,41.95,3.79
2025-05-29,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,56305,40153,194.36,847,1.5,0.23,18.02,34,4029.85,5.72,20.73
2025-05-30,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,32633,23188,229.92,613,1.88,0.38,21.82,12,1413.39,19.16,6.15
2025-05-30,META_C002,Retargeting - Add to Cart,CONVERSIONS,44530,35204,137.55,1045,2.35,0.13,15.39,17,2877.74,8.09,20.92
2025-05-30,META_C003,Brand Awareness - Video,AWARENESS,46367,35821,99.56,608,1.31,0.16,22.97,16,2128.36,6.22,21.38
2025-05-30,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,17355,14376,159.26,354,2.04,0.45,9.18,18,2715.66,8.85,17.05
2025-05-30,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,47911,32372,183.74,1118,2.33,0.16,19.93,20,2494.67,9.19,13.58
2025-05-31,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,37945,30126,223.04,396,1.04,0.56,19.98,9,1288.92,24.78,5.78
2025-05-31,META_C002,Retargeting - Add to Cart,CONVERSIONS,39716,28090,140.33,956,2.41,0.15,18.61,22,3498.24,6.38,24.93
2025-05-31,META_C003,Brand Awareness - Video,AWARENESS,42900,28759,92.31,469,1.09,0.2,14.59,15,1987.99,6.15,21.54
2025-05-31,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,23845,16988,262.88,243,1.02,1.08,14.75,10,1677.24,26.29,6.38
2025-05-31,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,57411,35695,172.07,978,1.7,0.18,9.89,40,5375.5,4.3,31.24
2025-06-01,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,51107,39437,219.39,459,0.9,0.48,23.77,10,920.96,21.94,4.2
2025-06-01,META_C002,Retargeting - Add to Cart,CONVERSIONS,57034,38554,137.04,694,1.22,0.2,16.84,12,1502.88,11.42,10.97
2025-06-01,META_C003,Brand Awareness - Video,AWARENESS,43078,36310,95.65,370,0.86,0.26,16.93,19,1803.72,5.03,18.86
2025-06-01,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,55874,41048,282.1,1392,2.49,0.2,10.7,35,4187.42,8.06,14.84
2025-06-01,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,21192,15878,199.79,500,2.36,0.4,9.43,28,2852.38,7.14,14.28
2025-06-02,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,40563,25322,253.25,695,1.71,0.36,17.15,37,6592.81,6.84,26.03
2025-06-02,META_C002,Retargeting - Add to Cart,CONVERSIONS,28168,21337,139.38,339,1.2,0.41,8.12,19,2557.26,7.34,18.35
2025-06-02,META_C003,Brand Awareness - Video,AWARENESS,44778,35060,99.72,578,1.29,0.17,20.37,25,3759.78,3.99,37.7
2025-06-02,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,42284,25379,310.84,546,1.29,0.57,12.13,17,1879.08,18.28,6.05
2025-06-02,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,22098,14411,206.76,299,1.35,0.69,16.86,7,1064.39,29.54,5.15
2025-06-03,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,31696,26231,237.02,540,1.7,0.44,14.05,26,3952.77,9.12,16.68
2025-06-03,META_C002,Retargeting - Add to Cart,CONVERSIONS,26522,16735,151.55,222,0.84,0.68,23.0,11,1704.62,13.78,11.25
2025-06-03,META_C003,Brand Awareness - Video,AWARENESS,38831,23417,88.96,791,2.04,0.11,20.49,8,1420.79,11.12,15.97
2025-06-03,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,17013,11211,209.13,275,1.62,0.76,12.29,6,1195.57,34.85,5.72
2025-06-03,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,41518,30790,186.35,419,1.01,0.44,11.53,20,2528.55,9.32,13.57
2025-06-04,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,49086,34012,221.06,393,0.8,0.56,23.82,15,2922.37,14.74,13.22
2025-06-04,META_C002,Retargeting - Add to Cart,CONVERSIONS,44470,27635,154.78,360,0.81,0.43,16.65,6,1077.61,25.8,6.96
2025-06-04,META_C003,Brand Awareness - Video,AWARENESS,55331,42980,86.8,955,1.73,0.09,23.86,42,7026.22,2.07,80.95
2025-06-04,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,50913,42227,257.58,721,1.42,0.36,13.79,31,3517.89,8.31,13.66
2025-06-04,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,51638,33819,190.32,1050,2.03,0.18,8.16,28,4826.6,6.8,25.36
2025-06-05,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,35289,22688,248.03,513,1.45,0.48,9.45,28,4183.99,8.86,16.87
2025-06-05,META_C002,Retargeting - Add to Cart,CONVERSIONS,31331,21532,145.31,560,1.79,0.26,10.1,27,3027.55,5.38,20.84
2025-06-05,META_C003,Brand Awareness - Video,AWARENESS,28794,17976,93.56,702,2.44,0.13,12.73,29,5107.37,3.23,54.59
2025-06-05,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,30322,19288,270.39,543,1.79,0.5,12.11,14,2580.39,19.31,9.54
2025-06-05,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,59495,40803,196.3,672,1.13,0.29,19.28,37,4141.73,5.31,21.1
2025-06-06,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,48426,33263,235.27,1099,2.27,0.21,13.87,18,1728.05,13.07,7.34
2025-06-06,META_C002,Retargeting - Add to Cart,CONVERSIONS,33689,20681,150.31,759,2.25,0.2,19.0,35,6677.95,4.29,44.43
2025-06-06,META_C003,Brand Awareness - Video,AWARENESS,48925,40804,95.0,1218,2.49,0.08,11.09,53,9892.48,1.79,104.13
2025-06-06,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,17337,14180,265.25,146,0.84,1.82,19.16,3,572.21,88.42,2.16
2025-06-06,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,45397,37673,207.47,720,1.59,0.29,15.14,14,1493.15,14.82,7.2
2025-06-07,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,59727,40821,212.92,767,1.28,0.28,10.56,41,6098.38,5.19,28.64
2025-06-07,META_C002,Retargeting - Add to Cart,CONVERSIONS,43827,36402,152.65,591,1.35,0.26,16.21,34,3354.76,4.49,21.98
2025-06-07,META_C003,Brand Awareness - Video,AWARENESS,47892,36644,92.78,637,1.33,0.15,11.07,9,1388.94,10.31,14.97
2025-06-07,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,59721,44187,257.42,619,1.04,0.42,16.72,22,4364.13,11.7,16.95
2025-06-07,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,54570,37383,192.11,1072,1.96,0.18,16.69,47,8313.23,4.09,43.27
2025-06-08,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,17098,14292,155.95,404,2.36,0.39,9.12,13,1261.0,12.0,8.09
2025-06-08,META_C002,Retargeting - Add to Cart,CONVERSIONS,26086,19425,140.21,354,1.36,0.4,9.41,17,1735.95,8.25,12.38
2025-06-08,META_C003,Brand Awareness - Video,AWARENESS,46043,32305,89.11,845,1.84,0.11,17.4,36,3518.12,2.48,39.48
2025-06-08,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,52271,42617,291.19,946,1.81,0.31,9.02,10,1276.58,29.12,4.38
2025-06-08,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,58632,43320,197.03,497,0.85,0.4,22.93,6,1016.64,32.84,5.16
2025-06-09,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,40400,25524,253.01,840,2.08,0.3,17.83,18,2131.23,14.06,8.42
2025-06-09,META_C002,Retargeting - Add to Cart,CONVERSIONS,58584,48147,152.22,629,1.07,0.24,13.09,12,1319.18,12.69,8.67
2025-06-09,META_C003,Brand Awareness - Video,AWARENESS,19859,16158,90.18,445,2.24,0.2,17.26,22,2224.3,4.1,24.67
2025-06-09,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,44342,34607,298.39,482,1.09,0.62,19.45,12,2194.32,24.87,7.35
2025-06-09,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,55529,37193,204.39,800,1.44,0.26,8.37,21,2691.57,9.73,13.17
2025-06-10,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,34290,23816,216.45,840,2.45,0.26,17.06,47,9060.88,4.61,41.86
2025-06-10,META_C002,Retargeting - Add to Cart,CONVERSIONS,54688,41840,128.98,529,0.97,0.24,11.54,13,1890.55,9.92,14.66
2025-06-10,META_C003,Brand Awareness - Video,AWARENESS,59703,42321,98.9,661,1.11,0.15,16.39,37,5483.17,2.67,55.44
2025-06-10,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,28155,23474,284.02,502,1.78,0.57,18.01,23,2460.98,12.35,8.66
2025-06-10,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,54052,45397,197.29,1222,2.26,0.16,17.07,35,6972.4,5.64,35.34
2025-06-11,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,45942,32435,238.58,454,0.99,0.53,18.84,22,3345.79,10.84,14.02
2025-06-11,META_C002,Retargeting - Add to Cart,CONVERSIONS,51017,32585,150.5,1265,2.48,0.12,16.61,68,12585.34,2.21,83.62
2025-06-11,META_C003,Brand Awareness - Video,AWARENESS,26888,21765,88.96,265,0.99,0.34,10.71,14,1426.71,6.35,16.04
2025-06-11,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,22076,14602,307.81,333,1.51,0.92,17.16,12,1299.77,25.65,4.22
2025-06-11,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,27701,17548,193.61,355,1.28,0.55,14.56,18,3562.85,10.76,18.4
2025-06-12,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,21286,12866,222.03,298,1.4,0.75,20.64,8,1526.61,27.75,6.88
2025-06-12,META_C002,Retargeting - Add to Cart,CONVERSIONS,44988,27449,133.49,603,1.34,0.22,8.24,20,3643.25,6.67,27.29
2025-06-12,META_C003,Brand Awareness - Video,AWARENESS,29851,20720,85.18,723,2.42,0.12,13.27,12,1459.72,7.1,17.14
2025-06-12,META_C004,Catalog Sales - Dynamic,CATALOG_SALES,21689,15673,261.04,336,1.55,0.78,22.91,3,524.4,87.01,2.01
2025-06-12,META_C005,Instagram Stories - Flash Sales,CONVERSIONS,44213,34261,206.31,661,1.5,0.31,15.56,23,3829.08,8.97,18.56
2025-06-13,META_C001,Prospecting - Lookalike Purchasers,CONVERSIONS,38904,25183,217.11,597,1.53,0.36,13.07,24,2472.92,9.05,11.39
2025-06-13,META_C002,Retargeting - Add to Cart,CONVERSIONS,43745,36011,134.16,1014,2.32,0.13,13.4,45,4571.7,2.98,34.08
