date,channel_group,device_category,sessions,engaged_sessions,bounce_rate,avg_session_duration_sec,pages_per_session,new_users,conversions,revenue,conversion_rate
2025-07-28,paid_search,desktop,181,105,41.9,214.0,3.9,100,6,1265.1,3.31
2025-07-28,paid_search,tablet,48,29,38.6,238.0,4.6,33,1,175.38,2.08
2025-07-28,paid_social,mobile,287,110,61.6,151.0,3.3,216,4,570.13,1.39
2025-07-28,paid_social,desktop,152,70,53.6,112.0,3.3,78,2,338.8,1.32
2025-07-28,paid_social,tablet,53,23,55.5,192.0,4.5,33,1,115.0,1.89
2025-07-28,direct,mobile,163,113,30.1,234.0,5.1,111,6,983.54,3.68
2025-07-28,direct,desktop,149,109,26.7,124.0,4.4,96,4,504.87,2.68
2025-07-28,direct,tablet,39,28,27.7,64.0,2.0,29,1,137.31,2.56
2025-07-28,email,mobile,138,98,28.6,186.0,3.9,103,4,835.52,2.9
2025-07-28,email,desktop,98,76,21.5,165.0,1.9,73,5,1011.22,5.1
2025-07-28,email,tablet,26,19,23.7,88.0,3.9,15,1,103.03,3.85
2025-07-28,referral,mobile,95,51,46.1,202.0,4.1,55,2,236.9,2.11
2025-07-28,referral,desktop,75,39,47.3,150.0,4.4,51,1,90.96,1.33
2025-07-28,referral,tablet,18,7,56.0,123.0,3.7,9,0,0.0,0.0
2025-07-28,organic_social,mobile,80,34,56.8,130.0,3.4,56,0,0.0,0.0
2025-07-28,organic_social,desktop,44,14,66.6,77.0,1.6,31,0,0.0,0.0
2025-07-28,organic_social,tablet,12,4,61.9,130.0,2.9,8,0,0.0,0.0
2025-07-29,organic_search,mobile,367,206,43.7,198.0,3.1,250,9,1931.52,2.45
2025-07-29,organic_search,desktop,214,117,45.3,58.0,1.9,144,6,1183.85,2.8
2025-07-29,organic_search,tablet,73,38,47.2,131.0,2.2,55,1,171.62,1.37
2025-07-29,paid_search,mobile,293,169,42.1,202.0,2.6,221,8,1348.88,2.73
2025-07-29,paid_search,desktop,167,109,34.6,239.0,4.6,95,6,761.26,3.59
2025-07-29,paid_search,tablet,67,42,36.4,57.0,2.5,33,2,180.59,2.99
2025-07-29,paid_social,mobile,225,100,55.4,114.0,2.7,134,4,460.73,1.78
2025-07-29,paid_social,desktop,154,69,54.8,89.0,1.5,86,2,290.09,1.3
2025-07-29,paid_social,tablet,59,26,55.1,94.0,3.7,35,1,111.53,1.69
2025-07-29,direct,mobile,198,132,33.1,226.0,2.1,122,4,693.07,2.02
2025-07-29,direct,desktop,163,113,30.3,117.0,3.9,88,5,838.15,3.07
2025-07-29,direct,tablet,32,23,25.6,177.0,5.3,18,0,0.0,0.0
2025-07-29,email,mobile,112,83,25.3,158.0,1.5,88,3,467.49,2.68
2025-07-29,email,desktop,75,54,28.0,74.0,3.5,45,2,204.35,2.67
2025-07-29,email,tablet,32,24,22.8,239.0,3.5,23,1,106.01,3.12
2025-07-29,referral,mobile,97,53,45.1,81.0,4.8,64,1,118.16,1.03
2025-07-29,referral,desktop,75,34,54.1,179.0,2.3,42,1,204.02,1.33
2025-07-29,referral,tablet,13,7,43.9,106.0,4.9,8,0,0.0,0.0
2025-07-29,organic_social,mobile,75,33,55.3,89.0,4.5,41,0,0.0,0.0
2025-07-29,organic_social,desktop,50,20,59.8,99.0,3.2,32,0,0.0,0.0
2025-07-29,organic_social,tablet,12,4,65.6,175.0,4.4,8,0,0.0,0.0
2025-07-30,organic_search,mobile,435,220,49.4,62.0,1.7,294,8,937.24,1.84
2025-07-30,organic_search,desktop,227,119,47.4,98.0,2.8,138,5,438.99,2.2
2025-07-30,organic_search,tablet,88,48,45.0,87.0,2.6,58,2,411.78,2.27
2025-07-30,paid_search,mobile,326,215,34.0,206.0,4.9,166,7,1486.39,2.15
2025-07-30,paid_search,desktop,182,111,38.6,237.0,2.7,144,4,471.98,2.2
2025-07-30,paid_search,tablet,53,33,36.7,116.0,3.4,39,1,162.81,1.89
2025-07-30,paid_social,mobile,357,150,57.7,146.0,4.5,259,6,1108.24,1.68
2025-07-30,paid_social,desktop,185,82,55.4,126.0,2.4,104,4,800.98,2.16
2025-07-30,paid_social,tablet,51,25,49.1,102.0,2.4,30,1,172.76,1.96
2025-07-30,direct,mobile,353,246,30.1,204.0,3.3,249,10,1917.78,2.83
2025-07-30,direct,desktop,210,155,25.9,257.0,5.2,106,9,1081.6,4.29
2025-07-30,direct,tablet,56,36,34.2,235.0,3.7,32,2,332.38,3.57
2025-07-30,email,mobile,187,142,23.9,66.0,2.1,108,6,659.86,3.21
2025-07-30,email,desktop,141,107,24.0,176.0,4.0,93,6,1316.77,4.26
2025-07-30,email,tablet,32,24,22.6,252.0,2.5,17,1,146.92,3.12
2025-07-30,referral,mobile,145,64,55.3,149.0,4.1,87,3,551.99,2.07
2025-07-30,referral,desktop,80,36,54.2,47.0,3.8,42,1,91.56,1.25
2025-07-30,referral,tablet,19,10,45.5,80.0,1.3,13,0,0.0,0.0
2025-07-30,organic_social,mobile,75,29,61.2,99.0,2.2,47,0,0.0,0.0
2025-07-30,organic_social,desktop,68,32,51.9,216.0,3.4,50,0,0.0,0.0
2025-07-30,organic_social,tablet,15,4,67.1,136.0,1.7,8,0,0.0,0.0
2025-07-31,organic_search,mobile,492,261,46.9,199.0,3.5,389,10,2188.61,2.03
2025-07-31,organic_search,desktop,308,150,51.0,117.0,2.3,220,8,883.43,2.6
2025-07-31,organic_search,tablet,101,53,47.5,226.0,1.4,54,2,272.58,1.98
2025-07-31,paid_search,mobile,407,240,40.9,98.0,4.7,257,16,2378.65,3.93
2025-07-31,paid_search,desktop,190,117,38.3,76.0,1.9,141,6,672.55,3.16
2025-07-31,paid_search,tablet,70,41,40.7,78.0,3.0,45,2,381.76,2.86
2025-07-31,paid_social,mobile,388,144,62.7,53.0,4.4,274,6,1203.42,1.55
2025-07-31,paid_social,desktop,158,68,56.8,63.0,4.9,98,3,421.68,1.9
2025-07-31,paid_social,tablet,64,23,62.7,158.0,4.0,47,1,174.66,1.56
2025-07-31,direct,mobile,215,142,33.9,216.0,2.6,149,7,1083.18,3.26
2025-07-31,direct,desktop,163,110,32.3,233.0,4.4,82,5,530.64,3.07
2025-07-31,direct,tablet,38,27,28.9,255.0,5.1,28,1,118.63,2.63
2025-07-31,email,mobile,135,96,28.5,72.0,3.9,88,5,813.92,3.7
2025-07-31,email,desktop,125,96,22.7,58.0,2.3,92,5,450.63,4.0
2025-07-31,email,tablet,37,26,28.0,196.0,3.1,22,1,128.98,2.7
2025-07-31,referral,mobile,132,73,44.2,160.0,3.6,73,2,328.93,1.52
2025-07-31,referral,desktop,82,35,56.3,198.0,3.8,51,1,158.05,1.22
2025-07-31,referral,tablet,28,14,47.0,192.0,2.4,21,0,0.0,0.0
2025-07-31,organic_social,mobile,78,28,63.9,95.0,1.9,51,0,0.0,0.0
2025-07-31,organic_social,desktop,52,24,52.3,52.0,2.3,35,0,0.0,0.0
2025-07-31,organic_social,tablet,15,6,56.1,155.0,1.6,8,0,0.0,0.0
2025-08-01,organic_search,mobile,370,213,42.3,75.0,4.2,194,10,1869.45,2.7
2025-08-01,organic_search,desktop,254,139,45.0,135.0,4.4,169,8,1730.38,3.15
2025-08-01,organic_search,tablet,100,52,47.1,199.0,3.0,71,2,283.09,2.0
2025-08-01,paid_search,mobile,470,283,39.8,184.0,1.7,324,15,2309.47,3.19
2025-08-01,paid_search,desktop,226,149,33.8,141.0,3.5,155,9,1347.01,3.98
2025-08-01,paid_search,tablet,57,34,39.4,197.0,1.4,40,1,180.06,1.75
2025-08-01,paid_social,mobile,315,151,51.8,65.0,3.9,199,5,802.95,1.59
2025-08-01,paid_social,desktop,175,78,55.2,200.0,3.9,122,3,385.44,1.71
2025-08-01,paid_social,tablet,46,20,55.0,84.0,4.5,28,1,173.56,2.17
2025-08-01,direct,mobile,360,251,30.1,110.0,4.0,181,14,2319.43,3.89
2025-08-01,direct,desktop,220,144,34.2,83.0,3.3,129,6,1222.25,2.73
2025-08-01,direct,tablet,42,28,32.3,52.0,4.8,21,1,197.41,2.38
2025-08-01,email,mobile,186,144,22.6,153.0,3.3,115,9,1446.67,4.84
2025-08-01,email,desktop,120,89,25.5,221.0,4.8,90,5,566.38,4.17
2025-08-01,email,tablet,44,31,28.4,226.0,2.9,31,1,202.88,2.27
2025-08-01,referral,mobile,169,94,43.9,150.0,1.7,133,3,649.08,1.78
2025-08-01,referral,desktop,106,48,54.6,196.0,2.4,64,2,296.07,1.89
2025-08-01,referral,tablet,20,10,48.5,171.0,2.9,14,0,0.0,0.0
2025-08-01,organic_social,mobile,95,44,53.5,210.0,4.4,74,1,89.23,1.05
2025-08-01,organic_social,desktop,52,20,59.7,83.0,4.4,27,0,0.0,0.0
2025-08-01,organic_social,tablet,14,6,55.8,67.0,3.5,10,0,0.0,0.0
2025-08-02,organic_search,mobile,467,249,46.5,47.0,2.0,366,11,1431.04,2.36
2025-08-02,organic_search,desktop,279,161,42.3,105.0,2.2,214,7,1445.72,2.51
2025-08-02,organic_search,tablet,101,52,47.7,162.0,2.1,75,2,279.16,1.98
2025-08-02,paid_search,mobile,365,215,40.9,177.0,2.5,221,13,1177.1,3.56
2025-08-02,paid_search,desktop,279,158,43.2,180.0,2.6,176,10,1208.38,3.58
2025-08-02,paid_search,tablet,54,31,41.8,90.0,1.8,40,1,200.82,1.85
2025-08-02,paid_social,mobile,425,214,49.6,48.0,3.4,333,8,824.87,1.88
2025-08-02,paid_social,desktop,232,107,53.8,90.0,2.0,120,3,358.22,1.29
2025-08-02,paid_social,tablet,72,34,52.0,210.0,3.9,40,1,164.59,1.39
2025-08-02,direct,mobile,273,183,32.9,128.0,3.2,182,6,762.72,2.2
2025-08-02,direct,desktop,183,133,27.0,245.0,4.5,139,6,789.98,3.28
2025-08-02,direct,tablet,59,43,26.0,176.0,4.5,46,2,377.84,3.39
2025-08-02,email,mobile,163,116,28.6,91.0,4.3,119,5,1044.02,3.07
2025-08-02,email,desktop,145,109,24.5,188.0,2.5,89,4,765.78,2.76
2025-08-02,email,tablet,30,21,28.1,62.0,4.1,17,1,203.55,3.33
2025-08-02,referral,mobile,154,67,55.9,112.0,3.6,98,3,622.56,1.95
2025-08-02,referral,desktop,102,50,50.9,199.0,3.3,54,2,336.66,1.96
2025-08-02,referral,tablet,31,15,50.8,122.0,4.9,22,0,0.0,0.0
2025-08-02,organic_social,mobile,80,24,68.9,194.0,3.4,44,1,120.53,1.25
2025-08-02,organic_social,desktop,78,36,52.8,191.0,1.3,48,1,197.2,1.28
2025-08-02,organic_social,tablet,13,5,55.7,157.0,4.6,7,0,0.0,0.0
2025-08-03,organic_search,mobile,576,302,47.5,110.0,1.5,314,16,1472.07,2.78
2025-08-03,organic_search,desktop,264,142,46.2,56.0,4.7,142,7,666.31,2.65
2025-08-03,organic_search,tablet,84,50,39.8,195.0,1.7,52,2,189.75,2.38
2025-08-03,paid_search,mobile,366,209,42.8,150.0,4.2,220,11,989.25,3.01
2025-08-03,paid_search,desktop,260,172,33.7,105.0,3.9,188,7,722.6,2.69
2025-08-03,paid_search,tablet,62,34,43.6,210.0,3.8,43,1,101.02,1.61
2025-08-03,paid_social,mobile,407,149,63.2,157.0,1.7,240,6,940.36,1.47
2025-08-03,paid_social,desktop,194,92,52.2,171.0,3.2,152,3,488.87,1.55
2025-08-03,paid_social,tablet,63,27,56.7,183.0,4.4,47,0,0.0,0.0
2025-08-03,direct,mobile,341,245,27.9,181.0,5.3,239,12,2329.08,3.52
2025-08-03,direct,desktop,190,124,34.5,52.0,3.6,111,6,1292.25,3.16
2025-08-03,direct,tablet,49,36,26.3,202.0,5.2,27,1,159.75,2.04
2025-08-03,email,mobile,226,177,21.4,235.0,2.5,138,11,1795.92,4.87
2025-08-03,email,desktop,92,71,21.8,129.0,3.6,64,4,486.32,4.35
2025-08-03,email,tablet,25,18,25.6,85.0,3.3,16,1,199.05,4.0
2025-08-03,referral,mobile,162,84,47.9,166.0,3.5,104,2,328.35,1.23
2025-08-03,referral,desktop,70,34,50.6,133.0,4.9,41,1,159.34,1.43
2025-08-03,referral,tablet,17,7,53.9,81.0,3.3,11,0,0.0,0.0
2025-08-03,organic_social,mobile,105,44,57.7,190.0,3.2,60,0,0.0,0.0
2025-08-03,organic_social,desktop,58,22,60.7,60.0,1.9,35,0,0.0,0.0
2025-08-03,organic_social,tablet,20,6,65.8,55.0,4.8,13,0,0.0,0.0
2025-08-04,organic_search,mobile,301,149,50.4,98.0,3.1,153,6,711.21,1.99
2025-08-04,organic_search,desktop,250,122,51.0,183.0,2.6,139,7,1354.85,2.8
2025-08-04,organic_search,tablet,58,34,40.6,203.0,2.5,31,1,138.94,1.72
2025-08-04,paid_search,mobile,352,206,41.4,112.0,1.5,270,11,1069.84,3.12
2025-08-04,paid_search,desktop,155,95,38.3,169.0,4.6,109,6,1003.42,3.87
2025-08-04,paid_search,tablet,52,34,33.7,148.0,1.4,31,1,105.47,1.92
2025-08-04,paid_social,mobile,190,96,49.2,147.0,1.9,116,3,650.05,1.58
2025-08-04,paid_social,desktop,139,72,47.5,73.0,4.2,76,3,467.7,2.16
2025-08-04,paid_social,tablet,38,16,56.7,146.0,1.9,24,0,0.0,0.0
2025-08-04,direct,mobile,246,169,30.9,186.0,3.5,128,7,938.71,2.85
2025-08-04,direct,desktop,141,99,29.6,51.0,4.7,79,5,478.63,3.55
2025-08-04,direct,tablet,28,20,27.5,118.0,3.9,15,1,103.96,3.57
2025-08-04,email,mobile,156,114,26.6,136.0,4.3,116,5,467.36,3.21
2025-08-04,email,desktop,66,49,25.3,163.0,4.4,33,2,276.5,3.03
2025-08-04,email,tablet,21,15,25.9,66.0,5.2,12,0,0.0,0.0
2025-08-04,referral,mobile,95,53,43.2,231.0,2.5,74,2,437.81,2.11
2025-08-04,referral,desktop,60,31,48.3,132.0,3.0,47,1,190.85,1.67
2025-08-04,referral,tablet,17,7,55.4,71.0,1.4,8,0,0.0,0.0
2025-08-04,organic_social,mobile,76,36,52.4,142.0,2.1,47,0,0.0,0.0
2025-08-04,organic_social,desktop,41,17,58.1,55.0,1.6,21,0,0.0,0.0
2025-08-04,organic_social,tablet,12,4,66.3,161.0,4.7,6,0,0.0,0.0
2025-08-05,organic_search,mobile,461,236,48.7,64.0,1.4,336,8,1529.87,1.74
2025-08-05,organic_search,desktop,284,160,43.7,91.0,3.4,169,5,818.29,1.76
2025-08-05,organic_search,tablet,70,40,41.8,150.0,2.6,48,1,185.34,1.43
2025-08-05,paid_search,mobile,251,159,36.5,136.0,4.6,198,7,781.94,2.79
2025-08-05,paid_search,desktop,152,86,43.0,66.0,3.7,99,4,583.15,2.63
2025-08-05,paid_search,tablet,58,35,39.1,235.0,3.4,33,2,375.64,3.45
2025-08-05,paid_social,mobile,264,120,54.5,185.0,4.0,182,4,544.6,1.52
2025-08-05,paid_social,desktop,179,84,52.9,146.0,1.8,138,3,304.07,1.68
2025-08-05,paid_social,tablet,44,23,47.5,158.0,4.3,31,0,0.0,0.0
2025-08-05,direct,mobile,151,110,27.0,89.0,3.8,96,4,354.46,2.65
2025-08-05,direct,desktop,167,121,27.5,64.0,5.0,100,5,1003.17,2.99
2025-08-05,direct,tablet,47,32,31.6,241.0,3.1,25,1,86.71,2.13
2025-08-05,email,mobile,167,120,27.8,135.0,3.8,98,8,1207.18,4.79
2025-08-05,email,desktop,85,63,25.3,80.0,1.9,47,4,797.94,4.71
2025-08-05,email,tablet,27,20,22.8,236.0,5.0,15,1,181.55,3.7
2025-08-05,referral,mobile,89,48,45.2,47.0,1.9,53,1,176.15,1.12
2025-08-05,referral,desktop,53,26,50.8,128.0,3.5,35,0,0.0,0.0
2025-08-05,referral,tablet,17,8,51.0,172.0,2.7,9,0,0.0,0.0
2025-08-05,organic_social,mobile,75,30,59.6,67.0,3.5,38,0,0.0,0.0
2025-08-05,organic_social,desktop,49,22,54.6,114.0,3.2,33,0,0.0,0.0
2025-08-05,organic_social,tablet,11,5,53.8,54.0,3.3,7,0,0.0,0.0
2025-08-06,organic_search,mobile,484,291,39.7,74.0,3.8,267,11,2027.69,2.27
2025-08-06,organic_search,desktop,271,154,43.1,97.0,4.7,195,7,781.55,2.58
2025-08-06,organic_search,tablet,87,50,42.5,110.0,2.5,55,2,317.53,2.3
2025-08-06,paid_search,mobile,488,294,39.6,236.0,2.9,245,17,2280.83,3.48
2025-08-06,paid_search,desktop,289,178,38.1,241.0,3.9,184,7,582.48,2.42
2025-08-06,paid_search,tablet,63,42,33.1,248.0,1.8,36,2,263.31,3.17
2025-08-06,paid_social,mobile,326,130,59.9,103.0,1.4,200,6,685.11,1.84
2025-08-06,paid_social,desktop,176,67,61.9,123.0,4.7,109,3,309.33,1.7
2025-08-06,paid_social,tablet,61,29,52.4,60.0,1.6,44,1,163.52,1.64
2025-08-06,direct,mobile,372,260,29.9,126.0,2.7,267,15,3024.84,4.03
2025-08-06,direct,desktop,229,153,33.2,197.0,2.6,173,7,907.93,3.06
2025-08-06,direct,tablet,52,37,28.1,77.0,5.2,32,1,189.75,1.92
2025-08-06,email,mobile,232,168,27.2,155.0,3.0,156,11,1918.66,4.74
2025-08-06,email,desktop,124,94,23.9,192.0,4.9,91,5,655.57,4.03
2025-08-06,email,tablet,31,23,25.1,104.0,3.2,16,0,0.0,0.0
2025-08-06,referral,mobile,149,73,50.7,75.0,4.2,86,2,309.85,1.34
2025-08-06,referral,desktop,91,40,56.0,67.0,4.7,55,1,134.25,1.1
2025-08-06,referral,tablet,20,9,52.6,177.0,5.0,10,0,0.0,0.0
2025-08-06,organic_social,mobile,72,23,67.3,112.0,2.5,52,1,136.93,1.39
2025-08-06,organic_social,desktop,71,31,55.0,52.0,1.5,38,0,0.0,0.0
2025-08-06,organic_social,tablet,12,4,58.6,163.0,4.1,8,0,0.0,0.0
2025-08-07,organic_search,mobile,528,317,39.8,120.0,1.5,289,9,1966.41,1.7
2025-08-07,organic_search,desktop,375,221,41.0,232.0,1.4,242,9,1561.02,2.4
2025-08-07,organic_search,tablet,113,67,39.9,146.0,2.7,80,2,184.37,1.77
2025-08-07,paid_search,mobile,401,244,38.9,153.0,1.6,239,12,2626.67,2.99
2025-08-07,paid_search,desktop,286,173,39.5,134.0,1.4,227,10,2090.53,3.5
2025-08-07,paid_search,tablet,68,45,33.4,163.0,5.3,40,2,325.26,2.94
2025-08-07,paid_social,mobile,249,94,61.9,75.0,4.3,192,3,554.77,1.2
2025-08-07,paid_social,desktop,168,85,49.2,52.0,2.0,104,3,563.7,1.79
2025-08-07,paid_social,tablet,76,38,49.2,130.0,4.1,39,1,91.72,1.32
2025-08-07,direct,mobile,237,159,32.6,179.0,3.5,132,6,1040.73,2.53
2025-08-07,direct,desktop,174,119,31.1,174.0,2.3,98,7,1341.9,4.02
2025-08-07,direct,tablet,62,42,31.5,230.0,4.1,37,1,216.01,1.61
2025-08-07,email,mobile,170,121,28.3,245.0,3.4,118,6,1152.01,3.53
2025-08-07,email,desktop,92,67,26.1,73.0,3.4,60,3,521.62,3.26
2025-08-07,email,tablet,34,24,26.9,183.0,5.1,22,1,178.89,2.94
2025-08-07,referral,mobile,122,69,43.4,120.0,1.5,84,2,223.77,1.64
2025-08-07,referral,desktop,105,55,47.4,178.0,1.6,60,2,195.37,1.9
2025-08-07,referral,tablet,22,12,44.9,64.0,4.9,16,0,0.0,0.0
2025-08-07,organic_social,mobile,87,32,62.3,143.0,4.6,66,1,163.23,1.15
2025-08-07,organic_social,desktop,76,25,66.9,118.0,4.0,59,1,148.85,1.32
2025-08-07,organic_social,tablet,13,4,66.8,145.0,4.7,9,0,0.0,0.0
2025-08-08,organic_search,mobile,355,174,50.7,86.0,3.1,264,7,631.03,1.97
2025-08-08,organic_search,desktop,263,148,43.5,216.0,4.0,184,5,604.09,1.9
2025-08-08,organic_search,tablet,74,44,40.2,58.0,3.4,46,2,424.22,2.7
2025-08-08,paid_search,mobile,440,282,35.7,211.0,2.3,261,15,1373.42,3.41
2025-08-08,paid_search,desktop,227,148,34.7,235.0,5.1,169,8,716.92,3.52
2025-08-08,paid_search,tablet,88,51,41.0,48.0,4.0,45,2,362.05,2.27
2025-08-08,paid_social,mobile,427,164,61.5,153.0,3.1,216,5,875.74,1.17
2025-08-08,paid_social,desktop,169,71,57.6,131.0,4.4,129,3,259.43,1.78
2025-08-08,paid_social,tablet,70,29,57.7,75.0,3.0,44,1,98.68,1.43
2025-08-08,direct,mobile,234,160,31.6,114.0,2.4,136,9,1061.26,3.85
2025-08-08,direct,desktop,168,118,29.5,177.0,2.8,109,5,739.44,2.98
2025-08-08,direct,tablet,52,38,26.4,62.0,4.1,26,1,118.94,1.92
2025-08-08,email,mobile,185,137,25.9,119.0,3.4,103,10,1521.18,5.41
2025-08-08,email,desktop,117,84,27.8,180.0,2.7,84,3,462.66,2.56
2025-08-08,email,tablet,38,28,24.7,179.0,3.8,26,1,197.64,2.63
2025-08-08,referral,mobile,148,76,48.5,158.0,4.7,107,3,628.04,2.03
2025-08-08,referral,desktop,81,40,49.9,162.0,3.2,43,1,211.47,1.23
2025-08-08,referral,tablet,26,12,50.8,187.0,2.3,14,0,0.0,0.0
2025-08-08,organic_social,mobile,68,22,67.1,104.0,3.8,42,0,0.0,0.0
2025-08-08,organic_social,desktop,51,24,52.6,157.0,4.9,38,0,0.0,0.0
2025-08-08,organic_social,tablet,13,4,66.8,123.0,3.8,9,0,0.0,0.0
2025-08-09,organic_search,mobile,403,200,50.2,222.0,3.9,279,8,1716.86,1.99
2025-08-09,organic_search,desktop,394,230,41.5,79.0,1.8,279,10,1368.63,2.54
2025-08-09,organic_search,tablet,73,39,46.3,183.0,3.3,55,1,143.54,1.37
2025-08-09,paid_search,mobile,391,256,34.5,222.0,2.3,270,15,2077.61,3.84
2025-08-09,paid_search,desktop,195,130,33.2,168.0,1.4,129,8,651.79,4.1
2025-08-09,paid_search,tablet,53,31,41.3,96.0,1.8,34,1,128.21,1.89
2025-08-09,paid_social,mobile,335,148,55.7,115.0,3.5,199,6,554.46,1.79
2025-08-09,paid_social,desktop,179,77,56.8,99.0,1.6,138,3,555.25,1.68
2025-08-09,paid_social,tablet,70,26,62.4,74.0,4.4,45,0,0.0,0.0
2025-08-09,direct,mobile,294,194,33.9,79.0,2.8,164,9,1499.95,3.06
2025-08-09,direct,desktop,150,102,31.4,214.0,3.3,92,4,460.58,2.67
2025-08-09,direct,tablet,62,43,29.9,247.0,5.1,46,2,249.17,3.23
2025-08-09,email,mobile,159,116,26.7,81.0,2.5,107,7,916.12,4.4
2025-08-09,email,desktop,104,76,26.2,180.0,1.7,71,4,446.33,3.85
2025-08-09,email,tablet,44,32,26.6,162.0,3.6,26,1,206.18,2.27
2025-08-09,referral,mobile,98,52,46.5,122.0,3.7,57,2,232.73,2.04
2025-08-09,referral,desktop,101,44,56.0,104.0,3.3,67,1,160.44,0.99
2025-08-09,referral,tablet,17,8,52.2,203.0,2.0,9,0,0.0,0.0
2025-08-09,organic_social,mobile,71,28,59.9,101.0,4.6,46,1,156.27,1.41
2025-08-09,organic_social,desktop,78,27,64.5,202.0,3.1,53,1,170.76,1.28
2025-08-09,organic_social,tablet,13,4,67.9,97.0,4.4,6,0,0.0,0.0
2025-08-10,organic_search,mobile,597,318,46.7,137.0,2.7,357,19,2859.57,3.18
2025-08-10,organic_search,desktop,237,135,42.7,82.0,4.7,124,6,550.91,2.53
2025-08-10,organic_search,tablet,73,45,38.3,219.0,4.9,45,2,398.24,2.74
2025-08-10,paid_search,mobile,398,238,40.0,142.0,3.3,239,15,2872.54,3.77
2025-08-10,paid_search,desktop,173,114,33.9,192.0,4.9,115,4,659.3,2.31
2025-08-10,paid_search,tablet,65,38,40.2,49.0,4.1,50,1,95.19,1.54
2025-08-10,paid_social,mobile,383,202,47.2,176.0,4.1,284,5,1062.46,1.31
2025-08-10,paid_social,desktop,275,126,54.0,208.0,1.7,174,4,332.93,1.45
2025-08-10,paid_social,tablet,66,24,63.1,198.0,3.3,43,1,173.62,1.52
2025-08-10,direct,mobile,301,202,32.9,85.0,4.5,222,7,1304.91,2.33
2025-08-10,direct,desktop,197,138,29.5,184.0,2.3,137,7,578.68,3.55
2025-08-10,direct,tablet,41,29,27.1,138.0,3.9,21,1,154.19,2.44
2025-08-10,email,mobile,157,123,21.3,157.0,3.3,98,6,1060.15,3.82
2025-08-10,email,desktop,110,81,25.7,155.0,4.0,83,3,490.1,2.73
2025-08-10,email,tablet,41,29,27.3,95.0,1.5,26,1,134.59,2.44
2025-08-10,referral,mobile,173,79,53.8,65.0,2.3,114,3,365.18,1.73
2025-08-10,referral,desktop,92,47,48.0,92.0,3.3,48,1,116.81,1.09
2025-08-10,referral,tablet,21,10,47.7,73.0,1.4,11,0,0.0,0.0
2025-08-10,organic_social,mobile,115,49,57.3,90.0,4.4,89,1,148.6,0.87
2025-08-10,organic_social,desktop,50,17,65.5,106.0,3.7,27,0,0.0,0.0
2025-08-10,organic_social,tablet,22,7,64.0,197.0,2.4,14,0,0.0,0.0
2025-08-11,organic_search,mobile,467,259,44.3,61.0,3.3,349,12,1720.12,2.57
2025-08-11,organic_search,desktop,166,92,44.2,229.0,2.8,122,4,517.92,2.41
2025-08-11,organic_search,tablet,55,31,42.7,65.0,2.4,31,1,87.99,1.82
2025-08-11,paid_search,mobile,213,120,43.4,121.0,5.2,115,5,905.77,2.35
2025-08-11,paid_search,desktop,169,106,37.2,195.0,4.7,99,6,896.65,3.55
2025-08-11,paid_search,tablet,62,38,37.9,205.0,2.9,32,1,121.58,1.61
2025-08-11,paid_social,mobile,281,110,60.8,76.0,2.5,175,3,468.06,1.07
2025-08-11,paid_social,desktop,116,54,52.6,200.0,1.7,74,1,173.57,0.86
2025-08-11,paid_social,tablet,40,14,63.0,102.0,1.6,29,0,0.0,0.0
2025-08-11,direct,mobile,214,146,31.3,53.0,4.9,112,7,738.95,3.27
2025-08-11,direct,desktop,161,117,27.2,135.0,4.1,93,6,978.75,3.73
2025-08-11,direct,tablet,37,24,32.9,199.0,4.3,20,0,0.0,0.0
2025-08-11,email,mobile,186,137,26.3,161.0,1.5,132,7,903.87,3.76
2025-08-11,email,desktop,68,50,26.1,83.0,4.5,54,3,620.21,4.41
2025-08-11,email,tablet,19,14,21.5,122.0,5.3,13,0,0.0,0.0
2025-08-11,referral,mobile,71,35,49.9,80.0,4.9,42,1,154.81,1.41
2025-08-11,referral,desktop,58,30,47.8,103.0,3.1,33,1,179.23,1.72
2025-08-11,referral,tablet,18,7,56.7,81.0,1.8,9,0,0.0,0.0
2025-08-11,organic_social,mobile,92,35,61.3,122.0,3.7,57,1,81.01,1.09
2025-08-11,organic_social,desktop,35,15,55.8,126.0,1.4,23,0,0.0,0.0
2025-08-11,organic_social,tablet,12,3,66.8,190.0,3.2,6,0,0.0,0.0
2025-08-12,organic_search,mobile,274,133,51.3,146.0,4.9,140,7,745.5,2.55
2025-08-12,organic_search,desktop,233,139,40.1,136.0,5.1,157,5,858.19,2.15
2025-08-12,organic_search,tablet,83,47,42.5,61.0,4.2,46,1,101.64,1.2
2025-08-12,paid_search,mobile,333,205,38.4,51.0,2.7,244,8,1327.05,2.4
2025-08-12,paid_search,desktop,211,123,41.3,125.0,5.1,165,7,1121.82,3.32
2025-08-12,paid_search,tablet,37,20,43.3,108.0,3.0,27,1,164.84,2.7
2025-08-12,paid_social,mobile,204,87,57.0,44.0,4.9,108,3,398.83,1.47
2025-08-12,paid_social,desktop,191,84,56.0,213.0,3.5,130,4,608.78,2.09
2025-08-12,paid_social,tablet,59,28,51.0,70.0,4.4,39,0,0.0,0.0
2025-08-12,direct,mobile,249,163,34.4,106.0,3.9,177,11,1569.36,4.42
2025-08-12,direct,desktop,120,86,28.0,73.0,2.4,82,3,621.96,2.5
