date,campaign_id,campaign_name,campaign_type,impressions,clicks,cost,conversions,conversion_value,ctr,avg_cpc,cost_per_conversion,roas
2025-07-31,C005,Display - Retargeting,DISPLAY,13787,58,11.08,0,0.0,0.42,0.19,11.08,0.0
2025-07-31,C006,YouTube - Brand Awareness,VIDEO,9951,102,13.38,0,0.0,1.03,0.13,13.38,0.0
2025-08-01,C001,Brand - Olist,SEARCH,3619,141,77.19,4,828.71,3.9,0.55,19.3,10.74
2025-08-01,C002,Generic - Electronics,SEARCH,2915,90,72.99,3,651.91,3.11,0.81,24.33,8.93
2025-08-01,C003,Generic - Home & Garden,SEARCH,2845,88,49.12,3,642.43,3.1,0.56,16.37,13.08
2025-08-01,C004,Shopping - All Products,SHOPPING,6352,111,46.74,1,228.1,1.75,0.42,46.74,4.88
2025-08-01,C005,Display - Retargeting,DISPLAY,12086,50,10.15,0,0.0,0.42,0.2,10.15,0.0
2025-08-01,C006,YouTube - Brand Awareness,VIDEO,13604,174,22.13,0,0.0,1.29,0.13,22.13,0.0
2025-08-02,C001,Brand - Olist,SEARCH,2972,92,45.7,2,438.92,3.13,0.5,22.85,9.6
2025-08-02,C002,Generic - Electronics,SEARCH,2836,97,40.95,1,246.21,3.45,0.42,40.95,6.01
2025-08-02,C003,Generic - Home & Garden,SEARCH,4110,143,64.72,5,562.11,3.49,0.45,12.94,8.69
2025-08-02,C004,Shopping - All Products,SHOPPING,5829,131,51.08,4,957.62,2.25,0.39,12.77,18.75
2025-08-02,C005,Display - Retargeting,DISPLAY,13206,67,14.7,0,0.0,0.51,0.22,14.7,0.0
2025-08-02,C006,YouTube - Brand Awareness,VIDEO,9587,104,9.65,0,0.0,1.09,0.09,9.65,0.0
2025-08-03,C001,Brand - Olist,SEARCH,4007,151,78.66,4,838.28,3.77,0.52,19.66,10.66
2025-08-03,C002,Generic - Electronics,SEARCH,4290,171,139.94,6,1304.68,3.99,0.82,23.32,9.32
2025-08-03,C003,Generic - Home & Garden,SEARCH,4328,121,99.07,4,406.5,2.82,0.82,24.77,4.1
2025-08-03,C004,Shopping - All Products,SHOPPING,5250,95,27.06,2,163.14,1.82,0.28,13.53,6.03
2025-08-03,C005,Display - Retargeting,DISPLAY,12425,54,10.51,0,0.0,0.43,0.19,10.51,0.0
2025-08-03,C006,YouTube - Brand Awareness,VIDEO,11461,116,10.02,0,0.0,1.02,0.09,10.02,0.0
2025-08-04,C001,Brand - Olist,SEARCH,2966,93,57.73,1,159.68,3.14,0.62,57.73,2.77
2025-08-04,C002,Generic - Electronics,SEARCH,2629,78,54.83,2,372.35,2.99,0.7,27.41,6.79
2025-08-04,C003,Generic - Home & Garden,SEARCH,3577,141,85.95,2,334.12,3.96,0.61,42.98,3.89
2025-08-04,C004,Shopping - All Products,SHOPPING,3886,67,21.07,1,157.56,1.73,0.31,21.07,7.48
2025-08-04,C005,Display - Retargeting,DISPLAY,11409,48,6.7,0,0.0,0.43,0.14,6.7,0.0
2025-08-04,C006,YouTube - Brand Awareness,VIDEO,7320,100,7.88,0,0.0,1.38,0.08,7.88,0.0
2025-08-05,C001,Brand - Olist,SEARCH,2480,79,42.97,2,387.71,3.22,0.54,21.48,9.02
2025-08-05,C002,Generic - Electronics,SEARCH,3301,104,70.09,3,397.72,3.16,0.67,23.36,5.67
2025-08-05,C003,Generic - Home & Garden,SEARCH,3040,122,71.25,3,416.45,4.04,0.58,23.75,5.84
2025-08-05,C004,Shopping - All Products,SHOPPING,4942,116,38.0,3,292.78,2.36,0.33,12.67,7.7
2025-08-05,C005,Display - Retargeting,DISPLAY,9543,55,11.25,0,0.0,0.58,0.2,11.25,0.0
2025-08-05,C006,YouTube - Brand Awareness,VIDEO,9732,132,12.54,0,0.0,1.36,0.09,12.54,0.0
2025-08-06,C001,Brand - Olist,SEARCH,3703,110,89.94,2,436.63,2.97,0.82,44.97,4.85
2025-08-06,C002,Generic - Electronics,SEARCH,3749,148,93.43,5,430.81,3.97,0.63,18.69,4.61
2025-08-06,C003,Generic - Home & Garden,SEARCH,4247,132,101.64,4,923.91,3.12,0.77,25.41,9.09
2025-08-06,C004,Shopping - All Products,SHOPPING,5511,121,48.15,3,467.89,2.2,0.4,16.05,9.72
2025-08-06,C005,Display - Retargeting,DISPLAY,11254,46,7.02,0,0.0,0.41,0.15,7.02,0.0
2025-08-06,C006,YouTube - Brand Awareness,VIDEO,7595,74,9.96,0,0.0,0.98,0.13,9.96,0.0
2025-08-07,C001,Brand - Olist,SEARCH,2597,108,72.7,3,629.32,4.17,0.67,24.23,8.66
2025-08-07,C002,Generic - Electronics,SEARCH,3351,134,64.22,2,231.7,4.01,0.48,32.11,3.61
2025-08-07,C003,Generic - Home & Garden,SEARCH,2951,120,53.88,3,698.33,4.08,0.45,17.96,12.96
2025-08-07,C004,Shopping - All Products,SHOPPING,7272,160,69.53,5,1001.18,2.2,0.43,13.91,14.4
2025-08-07,C005,Display - Retargeting,DISPLAY,10470,50,10.09,0,0.0,0.48,0.2,10.09,0.0
2025-08-07,C006,YouTube - Brand Awareness,VIDEO,13231,129,16.77,0,0.0,0.98,0.13,16.77,0.0
2025-08-08,C001,Brand - Olist,SEARCH,4050,142,71.22,5,1161.32,3.53,0.5,14.24,16.31
2025-08-08,C002,Generic - Electronics,SEARCH,4108,126,83.95,2,228.08,3.07,0.67,41.98,2.72
2025-08-08,C003,Generic - Home & Garden,SEARCH,2687,106,55.56,4,577.78,3.98,0.52,13.89,10.4
2025-08-08,C004,Shopping - All Products,SHOPPING,3952,72,17.77,1,180.85,1.83,0.25,17.77,10.18
2025-08-08,C005,Display - Retargeting,DISPLAY,11390,53,12.09,0,0.0,0.47,0.23,12.09,0.0
2025-08-08,C006,YouTube - Brand Awareness,VIDEO,9862,130,10.25,0,0.0,1.32,0.08,10.25,0.0
2025-08-09,C001,Brand - Olist,SEARCH,4109,167,96.57,4,987.5,4.08,0.58,24.14,10.23
2025-08-09,C002,Generic - Electronics,SEARCH,4195,171,89.34,4,461.94,4.08,0.52,22.34,5.17
2025-08-09,C003,Generic - Home & Garden,SEARCH,4432,125,102.32,4,507.63,2.83,0.82,25.58,4.96
2025-08-09,C004,Shopping - All Products,SHOPPING,5098,90,31.46,2,165.32,1.77,0.35,15.73,5.25
2025-08-09,C005,Display - Retargeting,DISPLAY,10340,43,7.47,0,0.0,0.42,0.17,7.47,0.0
2025-08-09,C006,YouTube - Brand Awareness,VIDEO,10968,145,13.74,0,0.0,1.33,0.09,13.74,0.0
2025-08-10,C001,Brand - Olist,SEARCH,2504,75,50.82,1,137.44,3.01,0.68,50.82,2.7
2025-08-10,C002,Generic - Electronics,SEARCH,2613,80,63.68,2,290.7,3.07,0.8,31.84,4.57
2025-08-10,C003,Generic - Home & Garden,SEARCH,3862,139,70.83,4,879.32,3.62,0.51,17.71,12.41
2025-08-10,C004,Shopping - All Products,SHOPPING,5284,126,49.19,2,321.05,2.39,0.39,24.59,6.53
2025-08-10,C005,Display - Retargeting,DISPLAY,16145,93,22.38,0,0.0,0.58,0.24,22.38,0.0
2025-08-10,C006,YouTube - Brand Awareness,VIDEO,10787,112,11.09,0,0.0,1.05,0.1,11.09,0.0
2025-08-11,C001,Brand - Olist,SEARCH,2956,87,48.05,1,216.11,2.97,0.55,48.05,4.5
2025-08-11,C002,Generic - Electronics,SEARCH,3593,111,54.87,3,383.62,3.1,0.49,18.29,6.99
2025-08-11,C003,Generic - Home & Garden,SEARCH,1993,70,57.04,1,244.71,3.56,0.81,57.04,4.29
2025-08-11,C004,Shopping - All Products,SHOPPING,5003,108,37.21,2,464.31,2.18,0.34,18.61,12.48
2025-08-11,C005,Display - Retargeting,DISPLAY,12539,68,10.75,0,0.0,0.55,0.16,10.75,0.0
2025-08-11,C006,YouTube - Brand Awareness,VIDEO,8716,94,12.55,0,0.0,1.08,0.13,12.55,0.0
2025-08-12,C001,Brand - Olist,SEARCH,2274,80,42.73,2,181.53,3.56,0.53,21.36,4.25
2025-08-12,C002,Generic - Electronics,SEARCH,3616,102,70.63,3,421.69,2.84,0.69,23.54,5.97
2025-08-12,C003,Generic - Home & Garden,SEARCH,3091,118,83.09,3,382.79,3.82,0.7,27.7,4.61
2025-08-12,C004,Shopping - All Products,SHOPPING,3213,62,19.6,1,132.5,1.93,0.32,19.6,6.76
2025-08-12,C005,Display - Retargeting,DISPLAY,9958,41,8.47,0,0.0,0.41,0.21,8.47,0.0
2025-08-12,C006,YouTube - Brand Awareness,VIDEO,8588,101,11.22,0,0.0,1.19,0.11,11.22,0.0
2025-08-13,C001,Brand - Olist,SEARCH,2745,82,55.99,2,217.64,3.02,0.68,28.0,3.89
2025-08-13,C002,Generic - Electronics,SEARCH,4038,160,125.32,6,495.72,3.97,0.78,20.89,3.96
2025-08-13,C003,Generic - Home & Garden,SEARCH,2675,78,55.64,2,320.72,2.93,0.71,27.82,5.76
2025-08-13,C004,Shopping - All Products,SHOPPING,4963,113,29.16,3,255.52,2.3,0.26,9.72,8.76
2025-08-13,C005,Display - Retargeting,DISPLAY,15452,87,20.59,0,0.0,0.56,0.24,20.59,0.0
2025-08-13,C006,YouTube - Brand Awareness,VIDEO,7836,84,6.76,0,0.0,1.08,0.08,6.76,0.0
2025-08-14,C001,Brand - Olist,SEARCH,3629,123,74.74,2,373.29,3.41,0.61,37.37,4.99
2025-08-14,C002,Generic - Electronics,SEARCH,3332,96,59.55,1,91.83,2.89,0.62,59.55,1.54
2025-08-14,C003,Generic - Home & Garden,SEARCH,2772,107,76.83,3,693.05,3.87,0.72,25.61,9.02
2025-08-14,C004,Shopping - All Products,SHOPPING,6496,146,58.37,3,680.99,2.25,0.4,19.46,11.67
2025-08-14,C005,Display - Retargeting,DISPLAY,17578,71,9.15,0,0.0,0.4,0.13,9.15,0.0
2025-08-14,C006,YouTube - Brand Awareness,VIDEO,9799,99,7.86,0,0.0,1.02,0.08,7.86,0.0
2025-08-15,C001,Brand - Olist,SEARCH,3923,164,98.46,4,686.82,4.18,0.6,24.61,6.98
2025-08-15,C002,Generic - Electronics,SEARCH,3537,99,41.3,1,199.83,2.81,0.42,41.3,4.84
2025-08-15,C003,Generic - Home & Garden,SEARCH,2880,116,93.18,4,504.88,4.05,0.8,23.3,5.42
2025-08-15,C004,Shopping - All Products,SHOPPING,5632,98,39.03,2,307.34,1.74,0.4,19.52,7.87
2025-08-15,C005,Display - Retargeting,DISPLAY,16172,67,8.54,0,0.0,0.42,0.13,8.54,0.0
2025-08-15,C006,YouTube - Brand Awareness,VIDEO,7962,109,11.86,0,0.0,1.37,0.11,11.86,0.0
2025-08-16,C001,Brand - Olist,SEARCH,3734,154,89.7,4,883.26,4.13,0.58,22.43,9.85
2025-08-16,C002,Generic - Electronics,SEARCH,4182,165,144.34,6,542.0,3.96,0.87,24.06,3.76
2025-08-16,C003,Generic - Home & Garden,SEARCH,5265,169,128.22,3,422.65,3.23,0.76,42.74,3.3
2025-08-16,C004,Shopping - All Products,SHOPPING,5547,97,30.83,2,353.45,1.76,0.32,15.41,11.46
2025-08-16,C005,Display - Retargeting,DISPLAY,21010,110,27.64,0,0.0,0.53,0.25,27.64,0.0
2025-08-16,C006,YouTube - Brand Awareness,VIDEO,9458,129,20.47,0,0.0,1.37,0.16,20.47,0.0
2025-08-17,C001,Brand - Olist,SEARCH,3528,102,91.84,3,242.29,2.89,0.9,30.61,2.64
2025-08-17,C002,Generic - Electronics,SEARCH,4253,161,94.08,3,332.48,3.79,0.58,31.36,3.53
2025-08-17,C003,Generic - Home & Garden,SEARCH,4188,155,89.83,3,361.74,3.71,0.58,29.94,4.03
2025-08-17,C004,Shopping - All Products,SHOPPING,5684,108,47.82,3,606.83,1.92,0.44,15.94,12.69
2025-08-17,C005,Display - Retargeting,DISPLAY,13190,54,15.08,0,0.0,0.41,0.28,15.08,0.0
2025-08-17,C006,YouTube - Brand Awareness,VIDEO,13731,170,30.15,0,0.0,1.24,0.18,30.15,0.0
2025-08-18,C001,Brand - Olist,SEARCH,2985,89,51.23,1,120.89,3.01,0.58,51.23,2.36
2025-08-18,C002,Generic - Electronics,SEARCH,3005,124,98.99,3,473.39,4.15,0.8,33.0,4.78
2025-08-18,C003,Generic - Home & Garden,SEARCH,3042,92,53.19,3,262.9,3.06,0.58,17.73,4.94
2025-08-18,C004,Shopping - All Products,SHOPPING,4298,83,26.36,1,157.61,1.94,0.32,26.36,5.98
2025-08-18,C005,Display - Retargeting,DISPLAY,11737,55,8.95,0,0.0,0.47,0.16,8.95,0.0
2025-08-18,C006,YouTube - Brand Awareness,VIDEO,12503,170,29.62,0,0.0,1.36,0.17,29.62,0.0
2025-08-19,C001,Brand - Olist,SEARCH,2534,87,87.53,3,637.61,3.45,1.01,29.18,7.28
2025-08-19,C002,Generic - Electronics,SEARCH,4164,157,139.79,6,1321.54,3.79,0.89,23.3,9.45
2025-08-19,C003,Generic - Home & Garden,SEARCH,4101,153,100.95,6,1077.84,3.74,0.66,16.82,10.68
2025-08-19,C004,Shopping - All Products,SHOPPING,4781,82,40.17,2,379.33,1.72,0.49,20.09,9.44
2025-08-19,C005,Display - Retargeting,DISPLAY,12506,57,8.55,0,0.0,0.46,0.15,8.55,0.0
2025-08-19,C006,YouTube - Brand Awareness,VIDEO,10224,123,21.15,0,0.0,1.21,0.17,21.15,0.0
2025-08-20,C001,Brand - Olist,SEARCH,3072,104,55.92,3,254.81,3.4,0.54,18.64,4.56
2025-08-20,C002,Generic - Electronics,SEARCH,3078,112,102.31,3,647.91,3.66,0.91,34.1,6.33
2025-08-20,C003,Generic - Home & Garden,SEARCH,4531,141,115.03,4,742.19,3.11,0.82,28.76,6.45
2025-08-20,C004,Shopping - All Products,SHOPPING,8714,153,79.93,4,387.63,1.76,0.52,19.98,4.85
2025-08-20,C005,Display - Retargeting,DISPLAY,15781,87,22.09,0,0.0,0.55,0.25,22.09,0.0
2025-08-20,C006,YouTube - Brand Awareness,VIDEO,16543,230,20.96,0,0.0,1.39,0.09,20.96,0.0
2025-08-21,C001,Brand - Olist,SEARCH,4809,164,137.29,4,608.62,3.42,0.84,34.32,4.43
2025-08-21,C002,Generic - Electronics,SEARCH,3346,132,90.04,5,822.13,3.96,0.68,18.01,9.13
2025-08-21,C003,Generic - Home & Garden,SEARCH,4362,180,171.76,5,1225.6,4.14,0.95,34.35,7.14
2025-08-21,C004,Shopping - All Products,SHOPPING,6279,119,38.08,3,632.72,1.9,0.32,12.69,16.62
2025-08-21,C005,Display - Retargeting,DISPLAY,21783,120,22.19,1,137.88,0.55,0.18,22.19,6.21
2025-08-21,C006,YouTube - Brand Awareness,VIDEO,11311,157,22.21,0,0.0,1.39,0.14,22.21,0.0
2025-08-22,C001,Brand - Olist,SEARCH,3196,128,90.02,5,1227.37,4.01,0.7,18.0,13.63
2025-08-22,C002,Generic - Electronics,SEARCH,3643,112,61.2,1,150.02,3.1,0.55,61.2,2.45
2025-08-22,C003,Generic - Home & Garden,SEARCH,3162,106,55.75,2,271.62,3.37,0.53,27.88,4.87
2025-08-22,C004,Shopping - All Products,SHOPPING,8309,182,59.4,4,585.68,2.2,0.33,14.85,9.86
2025-08-22,C005,Display - Retargeting,DISPLAY,19714,96,19.22,0,0.0,0.49,0.2,19.22,0.0
2025-08-22,C006,YouTube - Brand Awareness,VIDEO,9305,112,10.32,0,0.0,1.21,0.09,10.32,0.0
2025-08-23,C001,Brand - Olist,SEARCH,5352,197,157.71,3,357.89,3.68,0.8,52.57,2.27
2025-08-23,C002,Generic - Electronics,SEARCH,3980,120,90.73,4,614.93,3.04,0.76,22.68,6.78
2025-08-23,C003,Generic - Home & Garden,SEARCH,4978,205,194.6,6,834.69,4.12,0.95,32.43,4.29
2025-08-23,C004,Shopping - All Products,SHOPPING,6391,120,58.68,2,494.03,1.89,0.49,29.34,8.42
2025-08-23,C005,Display - Retargeting,DISPLAY,12511,62,16.36,0,0.0,0.5,0.26,16.36,0.0
2025-08-23,C006,YouTube - Brand Awareness,VIDEO,15560,173,20.52,0,0.0,1.12,0.12,20.52,0.0
2025-08-24,C001,Brand - Olist,SEARCH,4037,133,102.57,4,764.83,3.3,0.77,25.64,7.46
2025-08-24,C002,Generic - Electronics,SEARCH,3759,111,98.85,2,298.41,2.98,0.89,49.42,3.02
2025-08-24,C003,Generic - Home & Garden,SEARCH,4246,150,125.89,5,452.68,3.55,0.84,25.18,3.6
2025-08-24,C004,Shopping - All Products,SHOPPING,6670,150,58.28,4,924.71,2.26,0.39,14.57,15.87
2025-08-24,C005,Display - Retargeting,DISPLAY,19767,95,16.73,0,0.0,0.48,0.18,16.73,0.0
2025-08-24,C006,YouTube - Brand Awareness,VIDEO,11542,129,22.86,0,0.0,1.12,0.18,22.86,0.0
2025-08-25,C001,Brand - Olist,SEARCH,3363,96,71.01,3,421.02,2.86,0.74,23.67,5.93
2025-08-25,C002,Generic - Electronics,SEARCH,4384,133,107.02,4,996.43,3.05,0.8,26.75,9.31
2025-08-25,C003,Generic - Home & Garden,SEARCH,4051,144,108.13,5,1240.83,3.58,0.75,21.63,11.48
2025-08-25,C004,Shopping - All Products,SHOPPING,5102,122,37.76,1,126.2,2.39,0.31,37.76,3.34
2025-08-25,C005,Display - Retargeting,DISPLAY,15786,90,23.81,0,0.0,0.57,0.26,23.81,0.0
2025-08-25,C006,YouTube - Brand Awareness,VIDEO,9531,129,19.31,0,0.0,1.36,0.15,19.31,0.0
2025-08-26,C001,Brand - Olist,SEARCH,2894,96,86.31,3,416.66,3.33,0.9,28.77,4.83
2025-08-26,C002,Generic - Electronics,SEARCH,3133,126,93.32,3,381.1,4.04,0.74,31.11,4.08
2025-08-26,C003,Generic - Home & Garden,SEARCH,3718,110,104.55,2,395.97,2.97,0.95,52.27,3.79
2025-08-26,C004,Shopping - All Products,SHOPPING,5774,100,34.09,2,377.17,1.75,0.34,17.05,11.06
2025-08-26,C005,Display - Retargeting,DISPLAY,13863,76,19.87,0,0.0,0.55,0.26,19.87,0.0
2025-08-26,C006,YouTube - Brand Awareness,VIDEO,12533,157,25.54,0,0.0,1.26,0.16,25.54,0.0
2025-08-27,C001,Brand - Olist,SEARCH,3921,148,110.46,5,981.86,3.78,0.75,22.09,8.89
2025-08-27,C002,Generic - Electronics,SEARCH,3528,147,136.92,3,513.17,4.18,0.93,45.64,3.75
2025-08-27,C003,Generic - Home & Garden,SEARCH,3324,118,68.38,3,439.0,3.55,0.58,22.79,6.42
2025-08-27,C004,Shopping - All Products,SHOPPING,6794,156,46.3,2,172.48,2.3,0.3,23.15,3.73
2025-08-27,C005,Display - Retargeting,DISPLAY,13792,76,15.88,0,0.0,0.55,0.21,15.88,0.0
2025-08-27,C006,YouTube - Brand Awareness,VIDEO,14407,145,23.16,0,0.0,1.01,0.16,23.16,0.0
2025-08-28,C001,Brand - Olist,SEARCH,5408,179,140.72,6,1150.64,3.32,0.79,23.45,8.18
2025-08-28,C002,Generic - Electronics,SEARCH,3466,111,63.54,2,378.96,3.22,0.57,31.77,5.96
2025-08-28,C003,Generic - Home & Garden,SEARCH,5510,155,120.79,6,996.13,2.82,0.78,20.13,8.25
2025-08-28,C004,Shopping - All Products,SHOPPING,6978,137,46.55,2,177.88,1.98,0.34,23.27,3.82
2025-08-28,C005,Display - Retargeting,DISPLAY,17515,80,18.25,0,0.0,0.46,0.23,18.25,0.0
2025-08-28,C006,YouTube - Brand Awareness,VIDEO,10378,116,16.7,0,0.0,1.12,0.14,16.7,0.0
2025-08-29,C001,Brand - Olist,SEARCH,5309,212,150.61,8,1908.1,3.99,0.71,18.83,12.67
2025-08-29,C002,Generic - Electronics,SEARCH,5446,162,95.09,4,332.56,2.98,0.59,23.77,3.5
2025-08-29,C003,Generic - Home & Garden,SEARCH,3133,126,119.09,4,723.7,4.04,0.95,29.77,6.08
2025-08-29,C004,Shopping - All Products,SHOPPING,8048,156,46.51,3,520.98,1.94,0.3,15.5,11.2
2025-08-29,C005,Display - Retargeting,DISPLAY,12976,77,14.25,0,0.0,0.6,0.19,14.25,0.0
2025-08-29,C006,YouTube - Brand Awareness,VIDEO,12289,163,22.06,0,0.0,1.33,0.14,22.06,0.0
2025-08-30,C001,Brand - Olist,SEARCH,4430,178,91.59,7,980.25,4.04,0.51,13.08,10.7
2025-08-30,C002,Generic - Electronics,SEARCH,4144,172,104.33,6,1365.83,4.17,0.61,17.39,13.09
2025-08-30,C003,Generic - Home & Garden,SEARCH,4178,147,136.48,3,248.62,3.52,0.93,45.49,1.82
2025-08-30,C004,Shopping - All Products,SHOPPING,6717,153,77.66,4,714.43,2.29,0.51,19.41,9.2
2025-08-30,C005,Display - Retargeting,DISPLAY,16434,91,23.55,0,0.0,0.55,0.26,23.55,0.0
2025-08-30,C006,YouTube - Brand Awareness,VIDEO,12410,140,20.36,0,0.0,1.13,0.15,20.36,0.0
2025-08-31,C001,Brand - Olist,SEARCH,3714,113,80.38,4,870.31,3.06,0.71,20.09,10.83
2025-08-31,C002,Generic - Electronics,SEARCH,5372,160,86.68,3,662.31,3.0,0.54,28.89,7.64
2025-08-31,C003,Generic - Home & Garden,SEARCH,4688,194,123.11,5,603.3,4.16,0.63,24.62,4.9
2025-08-31,C004,Shopping - All Products,SHOPPING,7167,140,54.23,1,168.76,1.95,0.39,54.23,3.11
2025-08-31,C005,Display - Retargeting,DISPLAY,15319,61,11.87,0,0.0,0.4,0.19,11.87,0.0
2025-08-31,C006,YouTube - Brand Awareness,VIDEO,12808,165,24.01,0,0.0,1.29,0.15,24.01,0.0
2025-09-01,C001,Brand - Olist,SEARCH,4033,137,117.9,3,627.7,3.4,0.86,39.3,5.32
2025-09-01,C002,Generic - Electronics,SEARCH,2736,89,55.1,2,357.0,3.27,0.62,27.55,6.48
2025-09-01,C003,Generic - Home & Garden,SEARCH,4008,156,107.66,4,591.59,3.9,0.69,26.91,5.49
2025-09-01,C004,Shopping - All Products,SHOPPING,6535,142,66.51,3,679.53,2.18,0.47,22.17,10.22
2025-09-01,C005,Display - Retargeting,DISPLAY,13632,73,17.24,0,0.0,0.54,0.24,17.24,0.0
2025-09-01,C006,YouTube - Brand Awareness,VIDEO,7894,101,15.61,0,0.0,1.29,0.15,15.61,0.0
2025-09-02,C001,Brand - Olist,SEARCH,2633,89,53.75,2,411.05,3.39,0.6,26.88,7.65
2025-09-02,C002,Generic - Electronics,SEARCH,3959,144,74.48,4,343.25,3.65,0.52,18.62,4.61
2025-09-02,C003,Generic - Home & Garden,SEARCH,4050,124,99.04,3,693.75,3.08,0.8,33.01,7.0
2025-09-02,C004,Shopping - All Products,SHOPPING,5235,86,44.82,2,319.08,1.66,0.52,22.41,7.12
2025-09-02,C005,Display - Retargeting,DISPLAY,10277,57,9.12,0,0.0,0.56,0.16,9.12,0.0
2025-09-02,C006,YouTube - Brand Awareness,VIDEO,7187,83,8.42,0,0.0,1.16,0.1,8.42,0.0
2025-09-03,C001,Brand - Olist,SEARCH,4799,188,138.11,3,275.35,3.93,0.73,46.04,1.99
2025-09-03,C002,Generic - Electronics,SEARCH,3631,129,113.49,3,300.35,3.56,0.88,37.83,2.65
2025-09-03,C003,Generic - Home & Garden,SEARCH,4965,164,143.99,5,1171.2,3.31,0.88,28.8,8.13
2025-09-03,C004,Shopping - All Products,SHOPPING,8517,172,69.61,5,789.23,2.03,0.4,13.92,11.34
2025-09-03,C005,Display - Retargeting,DISPLAY,13201,64,10.73,0,0.0,0.49,0.17,10.73,0.0
2025-09-03,C006,YouTube - Brand Awareness,VIDEO,9473,133,21.05,0,0.0,1.41,0.16,21.05,0.0
2025-09-04,C001,Brand - Olist,SEARCH,4212,129,73.36,2,499.41,3.08,0.57,36.68,6.81
2025-09-04,C002,Generic - Electronics,SEARCH,3100,105,77.11,3,316.49,3.42,0.73,25.7,4.1
2025-09-04,C003,Generic - Home & Garden,SEARCH,4973,162,130.38,6,1332.5,3.27,0.8,21.73,10.22
2025-09-04,C004,Shopping - All Products,SHOPPING,7241,138,55.54,4,390.57,1.91,0.4,13.88,7.03
2025-09-04,C005,Display - Retargeting,DISPLAY,15825,87,18.53,0,0.0,0.56,0.21,18.53,0.0
2025-09-04,C006,YouTube - Brand Awareness,VIDEO,16573,198,21.36,0,0.0,1.2,0.11,21.36,0.0
2025-09-05,C001,Brand - Olist,SEARCH,4363,134,114.89,3,415.49,3.09,0.86,38.3,3.62
2025-09-05,C002,Generic - Electronics,SEARCH,5500,182,162.08,6,1264.4,3.32,0.89,27.01,7.8
2025-09-05,C003,Generic - Home & Garden,SEARCH,4677,186,182.42,4,591.07,4.0,0.98,45.6,3.24
2025-09-05,C004,Shopping - All Products,SHOPPING,7853,166,52.35,4,490.73,2.12,0.32,13.09,9.37
2025-09-05,C005,Display - Retargeting,DISPLAY,16996,93,21.62,0,0.0,0.55,0.23,21.62,0.0
2025-09-05,C006,YouTube - Brand Awareness,VIDEO,10897,134,17.99,0,0.0,1.23,0.13,17.99,0.0
2025-09-06,C001,Brand - Olist,SEARCH,5485,189,160.46,5,1000.68,3.46,0.85,32.09,6.24
2025-09-06,C002,Generic - Electronics,SEARCH,3466,130,83.66,2,422.87,3.76,0.64,41.83,5.05
2025-09-06,C003,Generic - Home & Garden,SEARCH,3229,130,85.75,3,426.81,4.03,0.66,28.58,4.98
2025-09-06,C004,Shopping - All Products,SHOPPING,7393,174,48.51,4,868.97,2.36,0.28,12.13,17.91
2025-09-06,C005,Display - Retargeting,DISPLAY,15815,78,21.68,0,0.0,0.49,0.28,21.68,0.0
2025-09-06,C006,YouTube - Brand Awareness,VIDEO,10138,128,19.61,0,0.0,1.27,0.15,19.61,0.0
2025-09-07,C001,Brand - Olist,SEARCH,3880,135,127.7,2,462.71,3.49,0.95,63.85,3.62
2025-09-07,C002,Generic - Electronics,SEARCH,4178,160,92.25,3,463.57,3.84,0.58,30.75,5.03
2025-09-07,C003,Generic - Home & Garden,SEARCH,3018,90,49.71,1,197.62,3.01,0.55,49.71,3.98
2025-09-07,C004,Shopping - All Products,SHOPPING,4878,102,31.15,3,355.01,2.09,0.31,10.38,11.4
2025-09-07,C005,Display - Retargeting,DISPLAY,18167,73,20.98,0,0.0,0.41,0.29,20.98,0.0
2025-09-07,C006,YouTube - Brand Awareness,VIDEO,9512,109,16.25,0,0.0,1.15,0.15,16.25,0.0
2025-09-08,C001,Brand - Olist,SEARCH,2879,84,76.79,2,276.53,2.94,0.91,38.4,3.6
2025-09-08,C002,Generic - Electronics,SEARCH,2840,104,76.64,3,490.55,3.7,0.74,25.55,6.4
2025-09-08,C003,Generic - Home & Garden,SEARCH,2999,107,90.35,3,269.42,3.58,0.84,30.12,2.98
2025-09-08,C004,Shopping - All Products,SHOPPING,4416,90,44.97,1,151.25,2.05,0.5,44.97,3.36
2025-09-08,C005,Display - Retargeting,DISPLAY,14277,61,16.02,0,0.0,0.43,0.26,16.02,0.0
2025-09-08,C006,YouTube - Brand Awareness,VIDEO,8466,114,17.0,0,0.0,1.36,0.15,17.0,0.0
2025-09-09,C001,Brand - Olist,SEARCH,3540,100,76.55,2,252.93,2.85,0.77,38.27,3.3
2025-09-09,C002,Generic - Electronics,SEARCH,3686,127,119.34,2,494.85,3.46,0.94,59.67,4.15
2025-09-09,C003,Generic - Home & Garden,SEARCH,4238,120,107.47,2,253.06,2.84,0.9,53.73,2.35
2025-09-09,C004,Shopping - All Products,SHOPPING,4687,105,48.09,2,302.21,2.26,0.46,24.05,6.28
2025-09-09,C005,Display - Retargeting,DISPLAY,15223,91,23.15,1,99.32,0.6,0.25,23.15,4.29
2025-09-09,C006,YouTube - Brand Awareness,VIDEO,11453,156,27.21,0,0.0,1.37,0.17,27.21,0.0
2025-09-10,C001,Brand - Olist,SEARCH,3606,131,83.32,3,509.89,3.64,0.64,27.77,6.12
