contact_id,sessions,engaged_sessions,page_views,is_first_visit,is_won
HS_041140,6,0,36,1,1
HS_041141,11,3,55,1,0
HS_041142,11,8,33,1,0
HS_041143,13,6,52,1,1
HS_041144,2,1,6,1,1
HS_041145,2,1,12,1,0
HS_041146,7,3,35,1,1
HS_041147,5,2,15,1,1
HS_041148,8,5,16,1,0
HS_041149,14,2,28,1,0
HS_041150,2,0,10,1,0
HS_041152,13,7,78,1,1
HS_041153,10,8,30,1,1
HS_041154,8,4,48,0,1
HS_041155,7,4,42,1,1
HS_041156,13,8,39,1,1
HS_041157,10,5,40,1,0
HS_041158,14,3,98,1,0
HS_041159,8,6,16,0,0
HS_041160,11,6,44,1,1
HS_041161,3,2,15,1,1
HS_041162,8,1,56,1,0
HS_041163,6,2,30,0,0
HS_041164,2,0,10,1,1
HS_041165,6,4,24,1,0
HS_041166,5,3,15,1,1
HS_041167,3,2,18,1,0
HS_041168,1,0,5,1,1
HS_041169,7,1,49,1,1
HS_041170,2,0,4,1,0
HS_041171,1,0,6,0,1
HS_041172,1,0,6,1,0
HS_041173,7,4,14,1,0
HS_041174,12,3,72,1,0
HS_041175,1,0,5,1,1
HS_041176,9,3,27,1,0
HS_041177,6,5,12,0,0
HS_041178,4,1,8,1,1
HS_041179,12,3,36,1,0
HS_041180,4,0,24,1,0
HS_041181,13,2,39,1,0
HS_041182,12,6,48,0,1
HS_041183,14,9,28,0,1
HS_041184,5,4,20,1,0
HS_041185,2,1,4,1,1
HS_041186,5,3,15,1,0
HS_041187,2,1,8,1,1
HS_041188,12,9,48,1,0
HS_041189,4,1,8,1,0
HS_041190,10,5,70,1,1
HS_041191,11,9,66,0,0
HS_041192,14,1,28,1,0
HS_041193,5,1,35,1,1
HS_041194,6,4,36,0,1
HS_041195,6,2,24,0,0
HS_041196,9,2,45,1,1
HS_041197,4,2,12,1,1
HS_041198,13,6,26,0,0
HS_041199,14,6,56,1,1
HS_041200,5,1,30,0,1
HS_041201,6,0,30,1,1
HS_041202,4,2,28,1,0
HS_041203,6,3,30,1,0
HS_041204,2,1,14,1,0
HS_041205,12,1,84,0,0
HS_041206,13,2,39,1,0
HS_041207,7,1,49,1,0
HS_041208,3,1,18,1,0
HS_041209,14,10,56,0,0
HS_041210,10,2,50,0,0
HS_041211,4,2,16,1,0
HS_041212,9,2,45,1,0
HS_041213,12,8,36,1,1
HS_041214,13,10,52,1,0
HS_041215,5,3,10,1,1
HS_041216,9,6,18,1,1
HS_041217,10,1,60,0,1
HS_041218,13,4,91,1,1
HS_041219,10,2,60,1,0
HS_041220,10,4,50,1,0
HS_041221,12,4,72,1,0
HS_041222,10,5,30,1,0
HS_041223,6,3,18,0,0
HS_041224,8,3,40,1,1
HS_041225,5,3,10,0,0
HS_041226,5,0,25,0,1
HS_041227,3,2,6,0,1
HS_041228,7,0,14,1,1
HS_041229,2,0,4,1,0
HS_041230,11,8,22,0,1
HS_041231,12,5,84,1,0
HS_041232,3,2,15,1,0
HS_041233,2,0,14,0,1
HS_041234,13,10,52,1,0
HS_041235,8,7,48,1,0
HS_041236,4,3,24,1,1
HS_041237,10,1,20,1,0
HS_041238,8,1,24,1,1
HS_041239,8,4,56,0,1
HS_041240,8,6,40,1,0
HS_041241,8,3,56,1,1
HS_041242,8,2,56,1,1
HS_041243,12,10,60,0,0
HS_041244,9,6,45,1,0
HS_041245,2,1,12,1,1
HS_041246,9,1,36,1,1
HS_041247,8,2,56,1,1
HS_041248,11,5,77,0,0
HS_041249,10,6,50,1,0
HS_041250,1,0,6,1,1
HS_041251,14,3,42,1,0
HS_041252,5,2,10,1,1
HS_041253,11,4,44,0,1
HS_041254,2,1,6,1,0
HS_041255,10,8,30,1,1
HS_041256,5,1,30,1,0
HS_041257,13,4,39,1,1
HS_041258,8,5,48,1,0
HS_041259,9,2,27,1,0
HS_041260,9,2,18,1,1
HS_041261,1,0,5,1,1
HS_041262,7,3,49,0,0
HS_041263,12,7,84,0,0
HS_041264,11,1,44,0,0
HS_041265,8,4,48,1,0
HS_041266,10,6,30,1,1
HS_041267,3,1,6,0,0
HS_041268,13,2,52,1,1
HS_041269,6,1,30,1,1
HS_041270,11,6,55,1,1
HS_041272,3,0,12,1,1
HS_041273,9,3,63,0,0
HS_041274,13,5,26,1,0
HS_041275,3,1,6,1,1
HS_041276,2,0,14,1,1
HS_041277,9,3,36,0,0
HS_041278,11,4,22,1,1
HS_041279,13,2,39,1,1
HS_041280,14,10,70,0,1
HS_041281,8,5,32,1,1
HS_041282,8,5,16,0,1
HS_041283,2,0,4,0,1
HS_041284,6,3,18,1,0
HS_041285,13,4,65,0,1
HS_041286,13,4,26,1,0
HS_041287,5,0,35,1,0
HS_041288,14,11,28,1,1
HS_041289,12,10,60,0,1
HS_041290,2,0,14,0,1
HS_041291,5,3,10,1,0
HS_041292,4,1,12,1,0
HS_041293,9,4,63,0,0
HS_041294,12,8,72,0,0
HS_041295,1,0,4,1,1
HS_041297,6,1,12,1,0
HS_041298,7,2,28,1,0
HS_041299,12,8,84,0,0
HS_041300,6,4,36,0,1
HS_041301,5,1,20,1,0
HS_041302,12,6,48,1,1
HS_041303,4,1,20,1,0
HS_041304,5,1,25,1,0
HS_041305,9,1,54,0,1
HS_041306,5,2,30,1,0
HS_041307,10,6,60,0,1
HS_041308,8,6,16,0,1
HS_041309,7,3,49,1,1
HS_041310,4,2,16,0,1
HS_041311,10,3,50,0,1
HS_041312,5,1,25,1,1
HS_041313,7,2,14,1,0
HS_041314,6,3,12,1,0
HS_041315,13,1,26,1,1
HS_041316,3,0,9,0,1
HS_041317,10,6,20,0,0
HS_041318,3,0,18,0,0
HS_041319,2,0,8,1,0
HS_041320,14,11,84,1,1
HS_041321,3,2,9,1,0
HS_041322,11,1,33,1,1
HS_041323,10,1,20,1,1
HS_041324,13,2,78,1,1
HS_041325,1,0,4,0,0
HS_041326,13,3,65,1,1
HS_041327,9,3,45,1,1
HS_041328,2,0,6,1,0
HS_041329,12,5,84,0,0
HS_041330,13,6,91,0,1
HS_041331,3,1,9,1,1
HS_041332,5,2,10,0,0
HS_041333,10,3,30,0,0
HS_041334,12,7,60,1,0
HS_041335,4,3,16,0,1
HS_041336,13,5,91,1,1
HS_041337,5,1,20,0,0
HS_041338,6,4,18,1,0
HS_041339,5,4,25,1,1
HS_041340,10,8,20,0,1
HS_041341,1,0,6,1,1
HS_041342,6,2,18,1,1
HS_041343,9,7,63,1,0
HS_041344,3,0,6,1,1
HS_041345,2,0,4,1,0
HS_041346,6,3,18,1,1
HS_041347,12,6,84,1,1
HS_041348,14,11,98,1,1
HS_041350,3,1,15,1,1
HS_041351,4,1,24,1,0
HS_041352,6,0,30,0,0
HS_041353,12,10,60,1,0
HS_041355,13,5,39,0,1
HS_041356,12,6,60,1,1
HS_041357,6,3,30,1,1
HS_041358,12,8,84,1,1
HS_041359,2,1,6,1,0
HS_041360,13,4,39,0,0
HS_041361,13,6,91,1,0
HS_041362,3,2,21,1,1
HS_041363,13,7,78,1,1
HS_041364,9,7,63,1,0
HS_041365,2,1,8,0,1
HS_041366,3,1,9,1,0
HS_041367,9,6,36,1,0
HS_041368,4,1,28,0,1
HS_041369,1,0,5,1,0
HS_041370,11,6,33,1,1
HS_041371,13,4,26,0,0
HS_041372,2,0,12,1,0
HS_041373,3,0,12,1,1
HS_041374,9,2,27,1,1
HS_041375,9,6,18,1,1
HS_041376,11,7,44,1,0
HS_041377,6,3,36,1,0
HS_041378,14,11,56,1,0
HS_041379,11,2,77,1,0
HS_041380,6,1,42,1,1
HS_041381,3,2,18,0,0
HS_041382,5,3,35,1,0
HS_041383,11,6,77,1,1
HS_041384,4,2,20,0,1
HS_041385,10,3,50,1,0
HS_041386,10,5,70,1,0
HS_041387,12,5,48,1,0
HS_041388,9,3,54,0,0
HS_041389,9,7,36,1,0
HS_041390,1,0,2,1,1
HS_041391,8,0,48,1,0
HS_041392,9,3,27,1,0
HS_041393,5,1,20,1,0
HS_041394,4,2,20,1,1
HS_041395,10,2,50,1,1
HS_041396,4,3,28,1,1
HS_041397,2,0,10,1,0
HS_041398,9,7,27,1,1
HS_041399,5,1,10,0,0
HS_041400,11,1,66,1,0
HS_041401,3,1,12,1,1
HS_041402,6,2,18,0,1
HS_041403,9,5,45,1,1
HS_041404,9,5,36,0,1
HS_041405,12,10,36,0,0
HS_041406,13,11,65,1,0
HS_041407,5,2,15,1,0
HS_041408,8,2,48,1,0
HS_041409,4,1,12,1,1
HS_041410,5,0,10,1,1
HS_041411,7,2,49,1,1
HS_041413,7,5,42,1,1
HS_041414,13,5,39,1,1
HS_041415,7,4,21,0,0
HS_041416,8,7,16,1,0
HS_041417,11,2,55,1,1
HS_041418,5,3,25,1,1
HS_041419,1,0,6,0,0
HS_041420,11,8,55,0,1
HS_041421,9,1,63,1,1
HS_041422,9,4,45,1,1
HS_041423,7,4,49,0,0
HS_041424,12,8,36,0,1
HS_041427,6,4,24,0,0
HS_041428,13,7,26,1,1
HS_041429,13,6,26,1,0
HS_041430,5,4,30,1,0
HS_041431,5,1,35,1,1
HS_041432,3,0,15,1,0
HS_041433,10,1,60,0,1
HS_041434,1,0,4,1,1
HS_041435,6,4,30,1,1
HS_041436,8,4,32,1,0
HS_041437,14,11,70,0,0
HS_041439,2,1,8,1,0
HS_041440,8,2,48,1,0
HS_041441,8,4,48,1,1
HS_041442,10,4,70,1,0
HS_041443,8,6,56,1,0
HS_041444,10,6,20,1,0
HS_041445,3,0,18,1,0
HS_041446,10,3,30,0,1
HS_041447,8,5,24,0,1
HS_041448,11,3,44,0,1
HS_041449,12,6,60,1,0
HS_041450,12,3,72,1,1
HS_041451,14,9,98,1,1
HS_041452,4,0,28,1,1
HS_041453,3,2,21,1,1
HS_041454,11,4,66,1,0
HS_041455,9,4,54,1,0
HS_041456,8,3,32,1,1
HS_041457,10,2,60,1,1
HS_041458,13,11,26,1,0
HS_041459,13,1,26,1,0
HS_041460,2,0,6,0,1
HS_041461,13,2,78,1,1
HS_041463,13,5,78,1,1
HS_041464,13,2,65,0,1
HS_041465,14,5,28,0,0
HS_041466,8,2,24,1,0
HS_041467,11,5,44,1,1
HS_041468,11,1,33,1,1
HS_041469,3,1,21,1,0
HS_041470,10,3,40,1,0
HS_041471,12,4,84,0,1
HS_041472,14,5,98,1,0
HS_041473,6,3,18,1,1
HS_041474,5,3,20,0,1
HS_041475,8,2,56,1,1
HS_041476,9,7,45,0,1
HS_041477,11,7,77,1,0
HS_041478,7,2,42,1,1
HS_041479,6,1,36,1,0
HS_041480,6,3,36,1,1
HS_041481,1,0,4,1,1
HS_041482,5,1,20,1,0
HS_041483,14,10,28,1,0
HS_041484,8,3,48,0,0
HS_041485,6,1,30,1,1
HS_041486,12,6,60,1,0
HS_041487,1,0,6,1,1
HS_041488,5,3,30,1,1
HS_041489,13,3,91,1,1
HS_041490,11,1,22,0,1
HS_041491,12,5,48,1,0
HS_041492,5,1,15,0,1
HS_041493,12,2,84,1,0
HS_041494,3,1,12,0,0
HS_041495,8,2,16,1,0
HS_041496,9,6,18,0,1
HS_041497,6,3,42,1,0
HS_041498,6,3,18,1,1
HS_041499,2,0,12,0,0
HS_041500,10,2,40,0,1
HS_041501,2,0,14,1,1
HS_041502,6,3,18,1,1
HS_041503,12,7,72,1,1
HS_041505,8,3,24,1,1
HS_041506,2,1,6,1,0
HS_041507,9,6,27,1,0
HS_041508,13,5,26,1,1
HS_041509,12,7,60,1,0
HS_041510,14,11,42,1,0
HS_041511,9,1,36,1,0
HS_041512,14,1,56,1,1
HS_041513,4,1,24,1,0
HS_041514,4,1,24,0,0
HS_041515,4,0,20,1,0
HS_041516,11,2,44,1,1
HS_041517,5,1,35,0,1
HS_041518,8,1,56,0,1
HS_041519,2,0,14,1,0
HS_041520,11,2,33,1,1
HS_041521,5,2,35,1,0
HS_041522,14,9,42,1,1
HS_041523,2,1,8,0,1
HS_041524,11,8,77,1,1
HS_041525,11,1,55,1,1
HS_041526,8,1,48,0,1
HS_041527,1,0,3,1,1
HS_041528,7,0,14,1,0
HS_041529,3,1,15,1,0
HS_041530,4,0,12,0,1
HS_041531,14,7,56,1,1
HS_041532,8,6,56,1,0
HS_041533,3,1,12,0,1
HS_041534,12,4,36,1,0
HS_041535,13,8,65,1,0
HS_041536,13,1,26,1,0
HS_041537,7,6,28,1,1
HS_041538,12,4,48,1,1
HS_041539,1,0,7,0,1
HS_041540,9,5,45,1,1
HS_041541,13,4,26,0,1
HS_041542,6,3,18,1,1
HS_041543,3,1,12,1,0
HS_041544,7,4,42,1,1
HS_041545,13,9,65,1,0
HS_041546,5,2,10,1,1
HS_041547,8,2,32,1,1
HS_041548,8,7,40,1,1
HS_041549,12,5,72,1,0
HS_041550,9,2,18,1,0
HS_041551,6,4,18,1,0
HS_041552,4,2,24,1,0
HS_041553,13,9,52,1,1
HS_041554,2,0,12,0,0
HS_041555,3,1,15,1,1
HS_041556,5,1,15,1,0
HS_041557,8,6,40,1,1
HS_041558,12,4,72,0,1
HS_041559,10,5,40,1,0
HS_041560,2,0,12,1,0
HS_041561,5,3,35,1,1
HS_041562,14,2,28,0,1
HS_041563,9,7,18,1,0
HS_041564,2,1,4,1,0
HS_041565,8,4,24,1,1
HS_041566,3,2,21,1,0
HS_041567,8,5,24,1,0
HS_041568,4,2,16,0,1
HS_041569,4,2,28,1,1
HS_041570,12,9,72,1,0
HS_041571,7,3,21,1,1
HS_041572,5,2,35,0,1
HS_041573,4,3,8,1,1
HS_041574,7,2,35,1,0
HS_041575,12,8,36,0,0
HS_041576,3,1,6,0,0
HS_041577,9,4,36,1,0
HS_041578,14,5,28,1,1
HS_041579,13,2,65,1,1
HS_041580,5,4,30,1,1
HS_041581,12,5,36,1,1
HS_041582,3,0,15,1,1
HS_041583,2,1,10,0,1
HS_041584,7,1,28,0,0
HS_041585,12,6,60,1,1
HS_041586,7,3,49,1,1
HS_041587,12,3,60,0,0
HS_041588,13,11,91,0,0
HS_041589,5,2,15,1,0
HS_041590,4,1,24,1,1
HS_041591,13,9,26,1,0
HS_041592,11,3,77,1,1
HS_041593,2,1,6,0,0
HS_041594,2,1,14,1,0
HS_041595,7,1,49,0,1
HS_041596,10,1,30,1,1
HS_041597,7,4,21,1,0
HS_041598,4,2,20,1,1
HS_041599,14,2,28,1,0
HS_041600,4,0,28,1,1
HS_041601,4,0,20,1,1
HS_041602,11,2,77,1,0
HS_041603,2,1,4,1,1
HS_041604,13,3,26,1,0
HS_041605,13,4,91,1,0
HS_041606,9,4,36,1,0
HS_041607,1,0,2,1,0
HS_041608,8,6,24,1,1
HS_041609,6,3,12,0,1
HS_041610,13,2,65,0,1
HS_041611,10,4,50,1,0
HS_041613,7,2,21,0,1
HS_041614,12,3,60,0,0
HS_041615,5,1,25,0,1
HS_041616,6,2,42,0,1
HS_041617,6,1,30,0,0
HS_041618,13,3,65,0,1
HS_041619,9,5,45,0,1
HS_041620,10,7,60,1,1
HS_041621,13,1,78,0,1
HS_041622,4,0,16,1,1
HS_041623,12,9,72,1,1
HS_041624,11,2,55,0,1
HS_041625,12,4,72,1,0
HS_041626,13,4,26,1,1
HS_041627,5,3,30,1,0
HS_041628,4,0,24,1,1
HS_041629,1,0,2,1,1
HS_041630,10,4,60,1,1
HS_041631,6,4,24,0,1
HS_041632,5,3,30,0,1
HS_041633,4,2,16,0,0
HS_041634,6,1,12,1,1
HS_041635,12,4,24,1,0
HS_041636,5,1,20,0,1
HS_041637,3,0,15,1,0
HS_041638,2,1,14,1,1
HS_041639,13,8,39,1,0
HS_041640,6,1,42,0,0
HS_041641,4,2,16,1,0
HS_041642,11,3,33,0,0
HS_041643,13,5,26,0,0
HS_041644,10,8,20,1,1
HS_041645,3,0,15,1,1
HS_041646,14,2,28,1,0
HS_041647,8,2,48,1,1
HS_041648,12,10,84,0,1
HS_041649,9,1,54,1,0
HS_041650,7,4,35,1,0
HS_041651,2,1,4,1,1
HS_041652,8,6,32,0,0
HS_041653,11,5,33,1,0
HS_041654,13,6,65,1,1
HS_041655,13,9,91,1,1
HS_041656,11,2,44,1,0
HS_041657,5,2,20,0,1
HS_041658,11,6,55,1,1
HS_041659,10,6,60,1,1
HS_041660,7,1,35,1,0
HS_041661,5,3,20,1,0
HS_041662,2,1,12,0,1
HS_041663,12,4,48,1,0
HS_041664,12,5,48,0,1
HS_041665,12,4,84,1,0
HS_041666,4,3,20,1,0
HS_041667,13,7,91,0,1
HS_041668,11,3,66,1,0
HS_041669,5,3,20,1,0
HS_041670,6,4,30,1,1
HS_041671,5,3,25,0,0
HS_041672,10,1,70,0,1
HS_041673,11,3,44,1,0
HS_041674,1,0,6,1,0
HS_041675,1,0,7,0,0
HS_041676,3,1,6,1,1
HS_041677,9,3,54,1,0
HS_041678,11,1,77,0,0
HS_041679,2,1,4,1,1
HS_041680,10,4,50,0,1
HS_041681,5,0,35,1,1
HS_041682,9,7,18,1,0
HS_041683,7,4,35,1,1
HS_041684,11,1,55,0,1
HS_041685,8,6,16,1,1
HS_041686,2,0,12,1,1
HS_041687,5,1,20,1,1
HS_041688,9,1,63,1,1
HS_041689,1,0,2,1,0
HS_041690,1,0,2,1,1
HS_041691,10,2,70,1,1
HS_041692,8,3,24,1,1
HS_041693,2,0,12,1,1
HS_041694,9,5,27,1,1
HS_041695,10,7,30,1,1
HS_041696,9,1,45,0,0
HS_041698,4,1,12,1,1
HS_041699,2,0,12,1,0
HS_041700,3,0,15,1,1
HS_041701,10,2,40,1,1
HS_041702,1,0,4,0,1
HS_041703,3,0,18,1,0
HS_041704,5,3,15,1,0
HS_041705,3,0,12,1,1
HS_041706,3,0,21,1,0
HS_041707,10,3,50,1,0
HS_041708,6,2,18,0,1
HS_041709,3,0,6,1,0
HS_041710,3,1,15,1,0
HS_041711,9,7,18,1,1
HS_041712,2,0,12,0,1
HS_041713,1,0,3,1,1
HS_041715,10,3,50,1,1
HS_041716,8,3,32,1,1
HS_041717,13,4,65,1,0
HS_041718,14,4,42,0,1
HS_041719,3,0,6,0,0
HS_041720,7,6,14,1,0
HS_041721,2,1,12,0,0
HS_041722,11,5,33,0,1
HS_041723,11,4,44,1,1
HS_041725,12,7,84,1,0
HS_041726,8,3,32,1,0
HS_041727,9,5,36,0,1
HS_041728,8,1,16,0,0
HS_041729,8,0,16,1,1
HS_041730,8,4,56,1,0
HS_041731,14,9,70,1,0
HS_041732,7,4,21,1,0
HS_041733,2,0,12,1,0
HS_041734,8,0,56,0,1
HS_041736,5,0,15,1,1
HS_041737,6,2,36,1,0
HS_041738,4,2,24,1,1
HS_041739,1,0,7,1,1
HS_041740,13,6,26,1,0
HS_041741,5,1,15,1,1
HS_041742,3,0,15,1,1
HS_041743,9,6,36,0,0
HS_041744,4,1,12,1,0
HS_041745,10,8,50,1,1
HS_041746,2,0,14,1,1
HS_041747,4,1,12,0,0
HS_041748,3,0,6,0,0
HS_041749,3,0,21,1,0
HS_041750,5,3,15,0,0
HS_041751,1,0,5,1,0
HS_041752,5,1,15,1,0
HS_041753,8,1,16,0,0
HS_041754,10,8,50,1,1
HS_041755,12,8,24,1,0
HS_041756,9,3,18,1,0
HS_041757,12,5,84,1,0
HS_041758,1,0,5,1,0
HS_041759,14,9,28,0,0
HS_041760,2,1,4,1,1
HS_041761,2,1,8,0,0
HS_041762,6,2,36,1,0
HS_041763,1,0,3,0,1
HS_041764,11,4,22,1,1
HS_041765,1,0,2,0,0
HS_041766,2,1,12,0,0
HS_041767,12,4,72,1,1
HS_041768,13,2,91,1,1
HS_041769,4,3,24,1,0
HS_041770,2,0,4,1,0
HS_041771,4,2,20,1,0
HS_041772,3,1,12,1,0
HS_041773,3,0,15,0,0
HS_041774,9,3,27,1,1
HS_041775,8,3,40,1,0
HS_041776,12,9,60,0,0
HS_041777,12,7,72,1,1
HS_041778,10,1,70,1,1
HS_041779,9,4,45,1,0
HS_041780,1,0,6,1,1
HS_041782,12,2,36,0,0
HS_041783,5,1,35,1,0
HS_041784,12,9,60,1,1
HS_041785,12,7,36,1,0
HS_041786,4,1,8,1,1
HS_041787,11,7,77,0,0
HS_041788,14,12,98,1,0
HS_041789,9,7,63,1,1
HS_041790,14,2,56,1,0
HS_041791,3,1,9,0,0
HS_041792,5,1,35,1,1
HS_041793,8,4,24,1,0
HS_041794,10,1,50,1,0
HS_041795,5,4,20,0,1
HS_041796,9,6,27,1,0
HS_041797,2,0,12,1,1
HS_041798,6,1,12,1,1
HS_041799,5,1,20,0,0
HS_041800,9,4,27,1,0
HS_041801,7,5,49,1,1
HS_041802,8,4,56,1,0
HS_041803,7,4,35,0,1
HS_041804,13,2,39,0,0
HS_041805,10,8,70,1,0
HS_041806,10,3,60,1,0
HS_041807,5,4,35,1,1
HS_041808,11,5,55,1,0
HS_041809,13,6,78,0,1
HS_041810,14,8,42,1,1
HS_041811,5,1,15,1,0
HS_041812,13,9,26,0,0
HS_041813,11,9,44,1,0
HS_041814,4,1,28,1,1
HS_041815,2,0,8,1,1
HS_041816,14,7,70,0,0
HS_041817,9,5,63,1,0
HS_041818,10,1,40,1,0
HS_041819,10,6,40,1,0
HS_041820,12,4,60,1,1
HS_041821,10,8,60,1,0
HS_041822,10,7,60,0,0
HS_041823,3,0,21,1,1
HS_041824,11,9,33,0,0
HS_041825,11,3,66,1,0
HS_041826,3,2,15,1,0
HS_041827,3,1,6,1,1
HS_041828,8,4,16,1,0
HS_041829,6,5,42,1,0
HS_041830,1,0,7,1,0
HS_041831,12,9,48,1,0
HS_041832,13,9,91,0,0
HS_041833,14,8,42,0,0
HS_041834,3,1,12,1,0
HS_041835,4,0,24,0,0
HS_041836,13,2,26,1,0
HS_041837,2,1,8,0,1
HS_041838,6,2,24,1,1
HS_041839,10,2,20,1,0
HS_041840,12,10,24,1,0
HS_041841,1,0,3,0,0
HS_041842,1,0,3,0,0
HS_041843,8,6,24,1,0
HS_041844,4,0,16,0,0
HS_041845,1,0,7,1,0
HS_041846,7,6,42,1,1
HS_041847,9,5,18,1,0
HS_041848,10,7,40,1,1
HS_041849,7,5,35,1,1
HS_041850,1,0,2,0,1
HS_041851,1,0,5,0,1
HS_041852,12,4,84,1,0
HS_041853,1,0,2,1,0
HS_041854,8,3,56,0,0
HS_041855,7,4,42,1,0
HS_041856,14,11,42,1,0
HS_041857,3,1,15,0,1
HS_041858,3,1,18,1,0
HS_041859,12,6,48,0,0
HS_041860,3,1,9,0,1
HS_041861,2,1,12,1,0
HS_041862,14,3,84,1,0
HS_041863,14,11,84,1,0
HS_041864,4,2,8,1,1
HS_041865,7,1,21,0,1
HS_041866,9,3,18,0,1
HS_041867,3,0,12,1,0
HS_041868,10,2,30,0,1
HS_041869,7,4,28,1,0
HS_041870,12,1,36,0,1
HS_041871,4,2,8,1,1
HS_041872,1,0,5,0,1
HS_041873,5,1,10,1,1
HS_041874,8,3,24,0,0
HS_041875,3,0,21,0,0
HS_041876,10,6,70,1,1
HS_041877,4,3,20,1,0
HS_041878,3,2,15,0,1
HS_041879,10,1,70,1,1
HS_041880,14,5,70,1,0
HS_041881,14,3,42,0,1
HS_041882,8,4,48,1,0
HS_041883,10,6,70,0,0
HS_041884,8,7,40,1,0
HS_041886,14,7,70,0,0
HS_041887,4,2,20,0,1
HS_041888,11,2,66,1,0
HS_041889,2,0,14,0,1
HS_041890,12,3,48,0,0
HS_041891,3,0,6,1,1
HS_041892,3,1,12,1,1
HS_041893,4,3,8,0,0
HS_041894,11,6,33,1,1
HS_041895,13,5,91,0,1
HS_041896,2,0,12,1,1
HS_041897,2,0,4,1,1
HS_041898,3,0,21,1,1
HS_041899,12,3,48,1,1
HS_041900,1,0,4,1,0
HS_041901,8,1,32,1,0
HS_041902,6,3,24,0,1
HS_041903,3,2,21,1,0
HS_041904,1,0,7,1,0
HS_041905,3,2,15,1,0
HS_041906,1,0,5,1,0
HS_041907,3,1,6,0,0
HS_041908,4,0,20,1,1
HS_041909,6,1,30,0,1
HS_041910,7,1,49,1,0
HS_041912,7,1,35,1,1
HS_041913,9,7,63,1,0
HS_041914,8,3,24,1,0
HS_041915,13,3,39,1,1
HS_041916,4,0,28,0,1
HS_041917,6,3,36,0,0
HS_041918,11,7,55,1,0
HS_041919,1,0,2,0,0
HS_041920,8,4,16,0,1
HS_041921,6,2,30,1,0
HS_041922,2,0,12,1,0
HS_041923,8,1,48,1,1
HS_041924,4,3,28,1,1
HS_041925,9,6,63,0,1
HS_041926,4,2,16,1,1
HS_041927,1,0,4,1,0
HS_041928,7,2,49,1,1
HS_041929,10,7,70,1,0
HS_041930,5,3,25,1,1
HS_041931,10,6,20,0,0
HS_041932,11,5,33,1,1
HS_041933,12,4,48,1,0
HS_041934,5,3,25,1,0
HS_041935,4,1,24,1,0
HS_041936,6,4,24,1,1
HS_041937,1,0,3,1,0
HS_041938,3,1,6,1,0
HS_041939,11,4,77,1,0
HS_041940,12,9,24,1,0
HS_041941,7,3,14,0,1
HS_041942,11,6,55,1,0
HS_041943,8,1,40,1,0
HS_041944,12,5,72,1,1
HS_041945,9,6,27,0,1
HS_041946,1,0,3,1,1
HS_041947,4,2,12,1,1
HS_041948,2,0,12,0,0
HS_041949,2,0,12,1,1
HS_041950,1,0,3,0,1
HS_041951,5,2,35,1,1
HS_041952,2,0,8,1,1
HS_041953,4,3,16,1,0
HS_041954,9,3,27,1,0
HS_041955,11,8,33,0,1
HS_041956,3,1,6,0,0
HS_041957,8,5,32,1,1
HS_041958,10,7,70,0,1
HS_041959,13,4,65,1,0
HS_041960,6,3,24,1,0
HS_041961,10,7,20,1,0
HS_041963,5,3,30,1,0
HS_041964,2,0,14,1,0
HS_041965,11,7,33,0,0
HS_041966,13,4,52,0,0
HS_041967,3,0,15,1,0
HS_041968,8,1,56,1,0
HS_041969,12,6,72,1,1
HS_041970,12,4,60,1,1
HS_041971,9,2,27,1,0
HS_041972,11,4,33,1,0
HS_041973,11,4,55,1,0
HS_041974,7,3,14,0,0
HS_041976,1,0,3,1,1
HS_041977,12,9,60,0,0
HS_041978,12,4,36,0,0
HS_041979,13,7,52,1,1
HS_041980,13,4,39,1,1
HS_041981,6,4,18,1,1
HS_041982,7,3,14,1,0
HS_041983,12,4,24,1,1
HS_041984,6,5,24,0,1
HS_041985,10,7,60,0,1
HS_041987,11,2,33,1,1
HS_041988,13,8,26,0,1
HS_041989,2,1,4,1,1
HS_041990,13,1,91,1,0
HS_041991,9,7,45,1,0
HS_041992,3,0,12,1,1
HS_041993,6,4,18,1,1
HS_041994,6,3,42,1,1
HS_041995,8,4,48,1,0
HS_041996,13,9,39,1,0
HS_041997,4,2,20,1,0
HS_041999,6,4,42,1,1
HS_042000,1,0,6,1,0
HS_042001,9,4,54,1,1
HS_042002,12,5,72,1,1
HS_042003,9,7,63,0,0
HS_042004,7,5,49,0,1
HS_042005,11,1,22,0,1
HS_042006,13,8,52,1,0
HS_042007,1,0,4,1,0
HS_042008,3,1,18,1,1
HS_042009,12,6,72,1,0
HS_042010,5,1,25,0,1
HS_042011,4,3,20,1,1
HS_042012,5,3,25,0,0
HS_042013,7,1,14,1,0
HS_042015,9,7,36,1,0
HS_042016,1,0,7,1,0
HS_042017,5,1,15,1,1
HS_042018,3,0,6,1,1
HS_042019,3,2,18,1,0
HS_042020,11,4,44,1,1
HS_042022,2,0,14,1,0
HS_042023,6,2,12,1,1
HS_042024,14,9,56,0,0
HS_042025,6,2,30,1,0
HS_042026,3,1,21,0,1
HS_042027,1,0,6,1,1
HS_042028,7,3,28,0,0
HS_042029,2,1,8,1,0
HS_042030,8,6,40,0,0
HS_042031,3,2,15,1,0
HS_042032,1,0,5,1,0
HS_042033,10,2,70,0,1
HS_042034,9,2,36,0,1
HS_042035,5,3,15,1,1
HS_042036,1,0,3,1,0
HS_042037,10,1,40,1,1
